Entry,Organism (ID),Protein families,Length,Fragment,Source tissues,Toxic dose,PTM Keywords,PTM Summary,Gene Ontology (GO),Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (molecular function),Protein existence,ToxProt definition,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
P59896,6869,Long (4 C-C) scorpion toxin superfamily,66,,,,,Disulfide bond:4,,,,,,both,Buthus occitanus mardochei,Arthropoda,Arachnida,Scorpiones,Buthidae,Buthus,Buthus occitanus,terrestrial,terrestrial
P01497,6858,Long (4 C-C) scorpion toxin superfamily,88,,Venom,,,Disulfide bond:4,,,,,,both,Androctonus australis,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus australis,terrestrial,terrestrial
P55904,6871,Long (4 C-C) scorpion toxin superfamily,61,,Venom,LD(50) is 1.1 ug/g in Blatella germanica.,Amidation,Disulfide bond:4; Amidation:1,,,,,,both,Buthus occitanus tunetanus,Arthropoda,Arachnida,Scorpiones,Buthidae,Buthus,Buthus occitanus,terrestrial,terrestrial
P0C2K4,58216,Spider sphingomyelinase family,36,,Venom,,,,,,,,,both,Loxosceles gaucho,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles gaucho,terrestrial,terrestrial
P68725,6884,Long (4 C-C) scorpion toxin superfamily,83,,,,Amidation,Disulfide bond:4; Amidation:1,,,,,,both,Leiurus hebraeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus hebraeus,terrestrial,terrestrial
P81744,6908,Omega-agatoxin family,76,,Venom,,,,,,,,,both,Agelenopsis aperta,Arthropoda,Arachnida,Araneae,Agelenidae,Agelenopsis,Agelenopsis aperta,terrestrial,terrestrial
P82852,6904,Omega-atracotoxin type 2 family,45,,Venom,,,Disulfide bond:3,,,,,,both,Hadronyche versuta,Arthropoda,Arachnida,Araneae,Hexathelidae,Hadronyche,Hadronyche versuta,terrestrial,terrestrial
P0C244,179874,Spider potassium channel inhibitory toxin family,35,,Venom gland,,Amidation,Disulfide bond:3; Amidation:1,,,,,,both,Psalmopoeus cambridgei,Arthropoda,Arachnida,Araneae,Theraphosidae,Psalmopoeus,Psalmopoeus cambridgei,terrestrial,terrestrial
P83896,272754,Spider toxin Tx2 family,38,,Venom,,,,,,,,,both,Phoneutria keyserlingi,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria keyserlingi,terrestrial,terrestrial
P84510,269635,Huwentoxin-1 family,34,,Venom,,,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005615 (extracellular space); GO:0019871 (sodium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005615 (extracellular space),GO:0019871 (sodium channel inhibitor activity),,both,Paraphysa scrofa,Arthropoda,Arachnida,Araneae,Theraphosidae,Paraphysa,Paraphysa scrofa,terrestrial,terrestrial
P0C1F3,6110,Sea anemone sodium channel inhibitory toxin family,47,,,,,Disulfide bond:3,,,,,,kw_toxin,Anthopleura elegantissima,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Anthopleura elegantissima,marine,marine
P0C2A2,122909,,26,fragment,Venom,,,,,,,,,both,Androctonus crassicauda,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus crassicauda,terrestrial,terrestrial
P82960,29017,Huwentoxin-2 family,37,,Venom,,,Disulfide bond:3,,,,,,both,Cyriopagopus schmidti,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus schmidti,terrestrial,terrestrial
P84716,44735,Snake toxin family,61,,Venom,,,Disulfide bond:4,,,,,,both,Causus rhombeatus,Chordata,Lepidosauria,Squamata,Viperidae,Causus,Causus rhombeatus,terrestrial,terrestrial
P11061,6908,Mu-agatoxin family,37,,,,Amidation,Disulfide bond:4; Amidation:1,,,,,,both,Agelenopsis aperta,Arthropoda,Arachnida,Araneae,Agelenidae,Agelenopsis,Agelenopsis aperta,terrestrial,terrestrial
P36986,33319,,45,fragment,Venom,,,,,,,,,both,Plectreurys tristis,Arthropoda,Arachnida,Araneae,Plectreuridae,Plectreurys,Plectreurys tristis,terrestrial,terrestrial
O42255,33626,Snake toxin family,86,,Venom gland,,,Disulfide bond:5,,,,,,both,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial,terrestrial
Q2XXR7,8559,AVIT (prokineticin) family,104,,Venom gland,,,Disulfide bond:5,,,,,,venom_tissue,Varanus varius,Chordata,Lepidosauria,Squamata,Varanidae,Varanus,Varanus varius,terrestrial,terrestrial
P09872,8713,Peptidase S1 family,231,,Venom,,Glycoprotein,Disulfide bond:6; Glycosylation:3,,,,,,venom_tissue,Agkistrodon contortrix contortrix,Chordata,Lepidosauria,Squamata,Viperidae,Agkistrodon,Agkistrodon contortrix,terrestrial,terrestrial
Q9DF67,135726,Peptidase S1 family,258,,Venom gland,,Glycoprotein; Zymogen,Disulfide bond:6; Glycosylation:3,,,,,,venom_tissue,Protobothrops jerdonii,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops jerdonii,terrestrial,terrestrial
P18965,343250,Peptidase S1 family,236,,Venom,,Glycoprotein,Disulfide bond:6; Glycosylation:1,,,,,,venom_tissue,Daboia siamensis,Chordata,Lepidosauria,Squamata,Viperidae,Daboia,Daboia siamensis,terrestrial,terrestrial
P0C1H0,6106,Sea anemone actinoporin family,20,fragment,,LD(50) is 23 ug/kg by intravenous injection into mice.,,,,,,,,kw_toxin,Actinia equina,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Actinia,Actinia equina,marine,marine
Q86QT2,94128,,46,,Venom gland,,Amidation,Disulfide bond:2; Amidation:1,,,,,,both,Apis cerana cerana,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis cerana,terrestrial,terrestrial
P58752,170972,Long (3 C-C) scorpion toxin superfamily,58,,Venom,,,Disulfide bond:3,,,,,,both,Parabuthus transvaalicus,Arthropoda,Arachnida,Scorpiones,Buthidae,Parabuthus,Parabuthus transvaalicus,terrestrial,terrestrial
P58803,35631,,7,,Venom,,Amidation; Bromination; Pyrrolidone carboxylic acid,Amidation:1; Bromination:1; Disulfide bond:1; Pyrrolidone carboxylic acid:1,,,,,,venom_tissue,Conus imperialis,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus imperialis,marine,marine
P59866,42519,,34,,Venom,,,,,,,,,venom_tissue,Hottentotta tamulus,Arthropoda,Arachnida,Scorpiones,Buthidae,Hottentotta,Hottentotta tamulus,terrestrial,terrestrial
Q9U6Z8,37336,Conotoxin T superfamily,62,,Venom duct,,Amidation; Cleavage on pair of basic residues,Disulfide bond:2; Amidation:1,,,,,,both,Conus gloriamaris,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus gloriamaris,marine,marine
P81755,6494,Conotoxin T superfamily,67,,Venom; Venom duct,,Bromination; Gamma-carboxyglutamic acid; Glycoprotein; Hydroxylation,Disulfide bond:2; Gamma-carboxyglutamic acid:2; Bromination:1; Glycosylation:1; Hydroxylation:1,,,,,,both,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
O73856,33626,Snake toxin family,81,,Liver; Venom; Venom gland,,,Disulfide bond:4,,,,,,both,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial,terrestrial
Q8T0W5,135724,Contains 1 TIL (trypsin inhibitory-like) domain,85,,Venom; Venom gland,,,Disulfide bond:5,,,,,,venom_tissue,Pimpla hypochondriaca,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Pimpla,Pimpla hypochondriaca,terrestrial,terrestrial
P84707,351365,,27,,Venom,,,Disulfide bond:2,,,,,,both,Conus anabathrum floridanus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus anabathrum,marine,marine
P01441,8657,Snake toxin family,60,,Venom,,,Disulfide bond:4,,,,,,both,Naja oxiana,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja oxiana,terrestrial,terrestrial
P60274,6491,Conotoxin A superfamily,19,,Venom,,Gamma-carboxyglutamic acid; Hydroxylation,Disulfide bond:2; Gamma-carboxyglutamic acid:1; Hydroxylation:1,,,,,,both,Conus geographus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,marine,marine
P56711,37335,Conotoxin O superfamily,32,,Venom,,Gamma-carboxyglutamic acid; Hydroxylation,Gamma-carboxyglutamic acid:2; Hydroxylation:1,,,,,,both,Conus pennaceus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pennaceus,marine,marine
P69500,89431,Conotoxin I2 superfamily,67,,Venom duct,,Amidation; Cleavage on pair of basic residues,Amidation:1,,,,,,both,Conus vexillum,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus vexillum,marine,marine
P56633,41690,Conotoxin O superfamily,72,,Venom; Venom duct,,Hydroxylation,Disulfide bond:3; Hydroxylation:1,,,,,,both,Conus purpurascens,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus purpurascens,marine,marine
Q86DU6,6493,Conotoxin M superfamily,73,,Venom duct,,Amidation; Cleavage on pair of basic residues; Pyrrolidone carboxylic acid,Disulfide bond:3; Amidation:1; Pyrrolidone carboxylic acid:1,,,,,,both,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
Q9XYZ1,93154,Conotoxin O superfamily,74,,,,,Disulfide bond:3,,,,,,both,Conus pulicarius,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pulicarius,marine,marine
P58916,101297,Conotoxin O superfamily,27,,Venom,,Amidation; Hydroxylation,Disulfide bond:3; Amidation:1; Hydroxylation:1,,,,,,both,Conus consors,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus consors,marine,marine
Q9XZK5,6493,Conotoxin O superfamily,82,,Venom; Venom duct,,Cleavage on pair of basic residues; Hydroxylation,Disulfide bond:3; Hydroxylation:1,,,,,,both,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
P81743,8702,Disintegrin family,68,,Venom,,,Disulfide bond:6,,,,,,venom_tissue,Eristicophis macmahoni,Chordata,Lepidosauria,Squamata,Viperidae,Eristicophis,Eristicophis macmahoni,terrestrial,terrestrial
Q90YA6,88086,Contains 1 disintegrin domain,481,,Venom; Venom gland,,Zymogen,Disulfide bond:9,,,,,,venom_tissue,Protobothrops elegans,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops elegans,terrestrial,terrestrial
P68520,8730,Disintegrin family,72,,Venom,,,Disulfide bond:1,,,,,,venom_tissue,Crotalus atrox,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus atrox,terrestrial,terrestrial
P0C1B8,170972,Long (3 C-C) scorpion toxin superfamily,58,,Venom,,,Disulfide bond:3,,,,,,both,Parabuthus transvaalicus,Arthropoda,Arachnida,Scorpiones,Buthidae,Parabuthus,Parabuthus transvaalicus,terrestrial,terrestrial
Q7LZS8,8618,Contains 1 BPTI/Kunitz inhibitor domain,59,,Venom,,,Disulfide bond:3,,,,,,venom_tissue,Dendroaspis angusticeps,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis angusticeps,terrestrial,terrestrial
Q5K0E0,112024,Short scorpion toxin superfamily,59,,Venom; Venom gland,,Pyrrolidone carboxylic acid,Disulfide bond:3; Pyrrolidone carboxylic acid:1,,,,,,both,Androctonus amoreuxi,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus amoreuxi,terrestrial,terrestrial
P59848,244936,Short scorpion toxin superfamily,36,fragment,,,,,,,,,,both,Centruroides limbatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limbatus,terrestrial,terrestrial
P59925,57059,Short scorpion toxin superfamily,37,,Venom,,,Disulfide bond:3,,,,,,both,Tityus discrepans,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus discrepans,terrestrial,terrestrial
P80669,6884,Short scorpion toxin superfamily,28,,Venom,,,Disulfide bond:3,,,,,,both,Leiurus hebraeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus hebraeus,terrestrial,terrestrial
Q9NJC6,34649,Long chain scorpion toxin family,90,,Venom gland,,,Disulfide bond:3,,,,,,both,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q86QU7,29941,Ergtoxin family,43,,Venom gland,,,Disulfide bond:4,,,,,,both,Centruroides limpidus limpidus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limpidus,terrestrial,terrestrial
P85030,406443,,27,,Venom,,,,,,,,,venom_tissue,Oligoctenus ornatus,Arthropoda,Arachnida,Araneae,Ctenidae,Oligoctenus,Oligoctenus ornatus,terrestrial,terrestrial
P25670,8607,Snake toxin family,68,,Venom,LD(50) is 0.13 mg/kg by intravenous injection.,,Disulfide bond:5,,,,,,both,Aspidelaps scutatus,Chordata,Lepidosauria,Squamata,Elapidae,Aspidelaps,Aspidelaps scutatus,terrestrial,terrestrial
O12962,8616,Snake toxin family,87,,Venom gland,,,Disulfide bond:5,,,,,,both,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
P68417,8641,Snake toxin family,61,,Venom,LD(50) is 0.105 mg/kg by subcutaneous injection.,,Disulfide bond:4,,,,,,both,Naja annulifera,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja annulifera,terrestrial,terrestrial
P01421,8641,Snake toxin family,61,,Venom,LD(50) is 62.5 mg/kg by subcutaneous injection.,,Disulfide bond:4,,,,,,both,Naja annulifera,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja annulifera,terrestrial,terrestrial
Q8JFG0,194601,Phospholipase A2 family,138,,Liver; Venom gland,,,Disulfide bond:7,,,,,,kw_toxin,Vipera aspis aspis,Chordata,Lepidosauria,Squamata,Viperidae,Vipera,Vipera aspis,terrestrial,terrestrial
P17934,8616,Phospholipase A2 family,147,,Venom gland,,,Disulfide bond:7,,,,,,kw_toxin,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
Q9PUH7,29156,Phospholipase A2 family,144,,Venom gland,,,Disulfide bond:7,,,,,,kw_toxin,Austrelaps superbus,Chordata,Lepidosauria,Squamata,Elapidae,Austrelaps,Austrelaps superbus,terrestrial,terrestrial
Q9PTA6,8616,Phospholipase A2 family,138,fragment,Liver,,,Disulfide bond:7,,,,,,kw_toxin,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
Q90Y77,88087,Phospholipase A2 family,138,,,,,Disulfide bond:7,,,,,,venom_tissue,Protobothrops flavoviridis,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops flavoviridis,terrestrial,terrestrial
Q9NJC5,34649,Long (4 C-C) scorpion toxin superfamily,85,,Venom gland,,,Disulfide bond:4,,,,,,both,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P60215,184226,Long (4 C-C) scorpion toxin superfamily,28,fragment,Venom,,,,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019871 (sodium channel inhibitor activity),,both,Tityus obscurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus obscurus,terrestrial,terrestrial
Q7Z0H5,34649,,55,,,,,Disulfide bond:3,,,,,,venom_tissue,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P15229,42519,Short scorpion toxin superfamily,35,,Venom,,,Disulfide bond:4,,,,,,both,Hottentotta tamulus,Arthropoda,Arachnida,Scorpiones,Buthidae,Hottentotta,Hottentotta tamulus,terrestrial,terrestrial
P18927,6877,Long (4 C-C) scorpion toxin superfamily,30,fragment,Venom,,,,,,,,,both,Centruroides tecomanus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides tecomanus,terrestrial,terrestrial
Q1I177,57059,Long (4 C-C) scorpion toxin superfamily,73,fragment,Venom; Venom gland,,Amidation,Disulfide bond:4; Amidation:1,,,,,,both,Tityus discrepans,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus discrepans,terrestrial,terrestrial
P56610,50343,Long (4 C-C) scorpion toxin superfamily,19,fragment,Venom,,,,,,,,,venom_tissue,Tityus bahiensis,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus bahiensis,terrestrial,terrestrial
P01490,34648,Long (4 C-C) scorpion toxin superfamily,65,,Venom,,,Disulfide bond:4,,,,,,both,Mesobuthus eupeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Mesobuthus,Mesobuthus eupeus,terrestrial,terrestrial
P01498,6860,Short scorpion toxin superfamily,35,,Venom,,,Disulfide bond:4,,,,,,both,Androctonus mauritanicus mauritanicus,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus mauritanicus,terrestrial,terrestrial
P61102,31925,Spider toxin SFI family,46,,Venom gland,,,,,,,,,both,Segestria florentina,Arthropoda,Arachnida,Araneae,Segestriidae,Segestria,Segestria florentina,terrestrial,terrestrial
P24336,6863,Long (4 C-C) scorpion toxin superfamily,85,,Venom,,,Disulfide bond:4,,,,,,both,Hottentotta judaicus,Arthropoda,Arachnida,Scorpiones,Buthidae,Hottentotta,Hottentotta judaicus,terrestrial,terrestrial
Q202J4,6945,Spider sphingomyelinase family,364,,Salivary gland,,Zymogen,Disulfide bond:1,,,,,,kw_toxin,Ixodes scapularis,Arthropoda,Arachnida,Ixodida,Ixodidae,Ixodes,Ixodes scapularis,terrestrial,terrestrial
Q9BN11,34647,Short scorpion toxin superfamily,35,,,,,Disulfide bond:3,,,,,,both,Hottentotta tamulus,Arthropoda,Arachnida,Scorpiones,Buthidae,Hottentotta,Hottentotta tamulus,terrestrial,terrestrial
P83915,272754,Spider neurotoxin 21C2 family,32,,Venom,,,,,,,,,both,Phoneutria keyserlingi,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria keyserlingi,terrestrial,terrestrial
P83746,260533,Spider potassium channel inhibitory toxin family,35,,Venom,,,Disulfide bond:3,,,,,,both,Theraphosa blondi,Arthropoda,Arachnida,Araneae,Theraphosidae,Theraphosa,Theraphosa blondi,terrestrial,terrestrial
P01405,8621,Snake toxin family,60,,Venom,LD(50) is >3.3 mg/kg by intraperitoneal injection.,,Disulfide bond:4,,,,,,both,Dendroaspis viridis,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis viridis,terrestrial,terrestrial
P30832,175771,Sea anemone sodium channel inhibitory toxin family,48,,,,,Disulfide bond:3,,,,,,kw_toxin,Radianthus crispa,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Radianthus,Radianthus crispa,marine,marine
P60177,6910,Mu-agatoxin family,38,,Venom,,Amidation,Disulfide bond:4; Amidation:1,,,,,,both,Hololena curta,Arthropoda,Arachnida,Araneae,Agelenidae,Hololena,Hololena curta,terrestrial,terrestrial
P83259,185217,Mu-agatoxin family,37,,Venom,,Amidation,Disulfide bond:4; Amidation:1,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019871 (sodium channel inhibitor activity),,both,Pireneitega luctuosa,Arthropoda,Arachnida,Araneae,Agelenidae,Pireneitega,Pireneitega luctuosa,terrestrial,terrestrial
P83591,209901,Huwentoxin-1 family,33,,Venom,,Amidation,Disulfide bond:3; Amidation:1,GO:0006952 (defense response); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity),GO:0006952 (defense response); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019871 (sodium channel inhibitor activity),,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
P60272,153481,Mu-agatoxin family,38,,Venom,,,Disulfide bond:4,,,,,,both,Hadronyche infensa,Arthropoda,Arachnida,Araneae,Hexathelidae,Hadronyche,Hadronyche infensa,terrestrial,terrestrial
P49268,12944,To aptotoxin VII,37,,Venom,LD(50) is 0.50 mg/kg by subcutaneous injection.,,,,,,,,both,Apomastus schlingeri,Arthropoda,Arachnida,Araneae,Euctenizidae,Apomastus,Apomastus schlingeri,terrestrial,terrestrial
Q90X23,8724,PDGF/VEGF growth factor family,146,,Venom gland,,Pyrrolidone carboxylic acid,Disulfide bond:5; Pyrrolidone carboxylic acid:1,,,,,,both,Bothrops jararaca,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararaca,terrestrial,terrestrial
O93422,8656,Snake toxin family,86,,Venom gland,,,Disulfide bond:5,,,,,,both,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial,terrestrial
P83229,183720,Natriuretic peptide family,35,,Venom,,,Disulfide bond:1,GO:0008217 (blood pressure regulation); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0005179 (hormone activity),GO:0008217 (blood pressure regulation); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0005179 (hormone activity),,both,Oxyuranus scutellatus canni,Chordata,Lepidosauria,Squamata,Elapidae,Oxyuranus,Oxyuranus scutellatus,terrestrial,terrestrial
P84788,88086,Peptidase S1 family,233,,Venom,,,Disulfide bond:6,GO:0042730 (fibrinolysis); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0004252 (serine-type endopeptidase activity),GO:0042730 (fibrinolysis); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0004252 (serine-type endopeptidase activity),,venom_tissue,Protobothrops elegans,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops elegans,terrestrial,terrestrial
Q9DF66,135726,Peptidase S1 family,258,,Venom gland,,Glycoprotein; Zymogen,Disulfide bond:6; Glycosylation:2,,,,,,venom_tissue,Protobothrops jerdonii,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops jerdonii,terrestrial,terrestrial
P58930,8770,Waglerin family,22,,Venom,LD(50) is 0.583 mg/kg by intraperitoneal injection.,,Disulfide bond:1,,,,,,both,Tropidolaemus wagleri,Chordata,Lepidosauria,Squamata,Viperidae,Tropidolaemus,Tropidolaemus wagleri,terrestrial,terrestrial
P61409,29015,Spider potassium channel inhibitory toxin family,31,,Venom,,,Disulfide bond:3,,,,,,both,Grammostola rosea,Arthropoda,Arachnida,Araneae,Theraphosidae,Grammostola,Grammostola rosea,terrestrial,terrestrial
P0C1T7,89435,,71,,Venom; Venom duct,,Cleavage on pair of basic residues,Disulfide bond:3,,,,,,both,Terebra subulata,Mollusca,Gastropoda,Neogastropoda,Terebridae,Terebra,Terebra subulata,marine,marine
