Entry,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM Summary,PTM,Gene Ontology (GO),Gene Ontology (molecular function),Protein existence,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
P0DPZ0,1096223,Scoloptoxin-10 family,79,,,,Contains 3 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),3: Inferred from homology;,Cormocephalus westwoodi,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Cormocephalus,Cormocephalus westwoodi,terrestrial,terrestrial
P0DPY8,1329349,Scoloptoxin-10 family,97,,,,Contains 3 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),3: Inferred from homology;,Scolopendra alternans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra alternans,terrestrial,terrestrial
P0DPV1,2609776,Scoloptoxin-10 family,97,,,,Contains 3 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Scolopendra dehaani,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra dehaani,terrestrial,terrestrial
P0DPY5,943129,Scoloptoxin-10 family,101,,,,Contains 3 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),3: Inferred from homology;,Scolopendra morsitans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra morsitans,terrestrial,terrestrial
V9QFG7,156851,Arthropod CHH/MIH/GIH/VIH hormone family,88,,,DISULFID:3,,GO:0005576 (extracellular region),,3: Inferred from homology;,Latrodectus geometricus,Arthropoda,Arachnida,Araneae,Theridiidae,Latrodectus,Latrodectus geometricus,terrestrial,terrestrial
V9QEI7,256737,Arthropod CHH/MIH/GIH/VIH hormone family,88,,,DISULFID:3,,GO:0005576 (extracellular region),,3: Inferred from homology;,Latrodectus hesperus,Arthropoda,Arachnida,Araneae,Theridiidae,Latrodectus,Latrodectus hesperus,terrestrial,terrestrial
Q4U4N3,6925,Arthropod CHH/MIH/GIH/VIH hormone family,88,,,DISULFID:3; MOD_RES:1,The N-terminus is blocked. {ECO:0000269|PubMed:7570633}.,GO:0005576 (extracellular region),,1: Evidence at protein level;,Latrodectus tredecimguttatus,Arthropoda,Arachnida,Araneae,Theridiidae,Latrodectus,Latrodectus tredecimguttatus,terrestrial,terrestrial
V9QFH8,256750,Arthropod CHH/MIH/GIH/VIH hormone family,97,,,DISULFID:3,,GO:0005576 (extracellular region),,3: Inferred from homology;,Steatoda grossa,Arthropoda,Arachnida,Araneae,Theridiidae,Steatoda,Steatoda grossa,terrestrial,terrestrial
B6DD02,434756,Neurotoxin 19 (CSTX) family,77,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
P0DPZ1,1096223,Scoloptoxin-10 family,74,,,,Contains 3 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),3: Inferred from homology;,Cormocephalus westwoodi,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Cormocephalus,Cormocephalus westwoodi,terrestrial,terrestrial
P0DPY6,943129,Scoloptoxin-10 family,105,,,,Contains 3 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),3: Inferred from homology;,Scolopendra morsitans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra morsitans,terrestrial,terrestrial
Q4LCT2,6858,Long (3 C-C) scorpion toxin superfamily,81,,,DISULFID:2,,GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),2: Evidence at transcript level;,Androctonus australis,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus australis,terrestrial,terrestrial
Q4LCT1,6858,Long (3 C-C) scorpion toxin superfamily,75,,,DISULFID:3,,GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),2: Evidence at transcript level;,Androctonus australis,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus australis,terrestrial,terrestrial
Q4LCT0,6858,Long (3 C-C) scorpion toxin superfamily,80,,,DISULFID:3,,GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity); GO:0019870 (potassium channel inhibitor activity); GO:0019871 (sodium channel inhibitor activity); GO:0090729 (toxin activity),GO:0008200 (ion channel inhibitor activity); GO:0019870 (potassium channel inhibitor activity); GO:0019871 (sodium channel inhibitor activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Androctonus australis,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus australis,terrestrial,terrestrial
Q8T3S6,182803,,64,,,,,GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Araneus ventricosus,Arthropoda,Arachnida,Araneae,Araneidae,Araneus,Araneus ventricosus,terrestrial,terrestrial
V9QFG9,256750,Arthropod CHH/MIH/GIH/VIH hormone family,91,,,,,GO:0005576 (extracellular region),,3: Inferred from homology;,Steatoda grossa,Arthropoda,Arachnida,Araneae,Theridiidae,Steatoda,Steatoda grossa,terrestrial,terrestrial
V9QER4,256750,Arthropod CHH/MIH/GIH/VIH hormone family,89,,,,,GO:0005576 (extracellular region),,3: Inferred from homology;,Steatoda grossa,Arthropoda,Arachnida,Araneae,Theridiidae,Steatoda,Steatoda grossa,terrestrial,terrestrial
Q5Y4U2,293813,Neurotoxin 04 (omega-agtx) family,114,,,DISULFID:5,,GO:0005576 (extracellular region); GO:0005246 (calcium channel regulator activity); GO:0090729 (toxin activity),GO:0005246 (calcium channel regulator activity); GO:0090729 (toxin activity),2: Evidence at transcript level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial,terrestrial
Q5Y4U5,293813,Neurotoxin 33 family,68,,,DISULFID:4,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial,terrestrial
Q5Y4W1,293813,Neurotoxin 01 (U2-agtx) family,69,,,DISULFID:2,Does not contain a cysteine at position 61 which disrupts the cysteine framework.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial,terrestrial
Q5Y4W0,293813,,74,,,DISULFID:3,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial,terrestrial
Q5Y4V9,293813,Venom protein 11 family,102,,,MOD_RES:1,Contains 5 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial,terrestrial
Q5Y4U3,293813,Neurotoxin 37 family,110,,,DISULFID:5,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial,terrestrial
Q5Y4Y5,293813,Neurotoxin 01 (U2-agtx) family,70,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial,terrestrial
P31328,29934,Neurotoxin 01 (U2-agtx) family,35,,PD(50) is 291 pmol/g of crickets. {ECO:0000269|PubMed:17644092}.,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region); GO:0005246 (calcium channel regulator activity); GO:0090729 (toxin activity),GO:0005246 (calcium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Allagelena opulenta,Arthropoda,Arachnida,Araneae,Agelenidae,Allagelena,Allagelena opulenta,terrestrial,terrestrial
B3A0P0,1108046,Neurotoxin 12 (Hwtx-2) family,47,,,DISULFID:3,Contains 3 disulfide bonds.,GO:0003254 (regulation of membrane depolarization); GO:0005576 (extracellular region); GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Acanthoscurria natalensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Acanthoscurria,Acanthoscurria natalensis,terrestrial,terrestrial
P0C2A1,122909,Long (3 C-C) scorpion toxin superfamily,28,fragment,,,,GO:0005576 (extracellular region); GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Androctonus crassicauda,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus crassicauda,terrestrial,terrestrial
B6DD10,434756,Neurotoxin 19 (CSTX) family,77,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
P0DPZ5,1329349,Scoloptoxin-11 family,132,,,,Contains 5 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Scolopendra alternans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra alternans,terrestrial,terrestrial
P0DQA3,2609776,Scoloptoxin-11 family,219,,,,Contains 8 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Scolopendra dehaani,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra dehaani,terrestrial,terrestrial
P0DPZ3,943129,Scoloptoxin-11 family,133,,,,Contains 10 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Scolopendra morsitans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra morsitans,terrestrial,terrestrial
P0DQA4,2609776,Scoloptoxin-11 family,218,,,,Contains 8 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Scolopendra dehaani,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra dehaani,terrestrial,terrestrial
P0DPZ6,1329349,Scoloptoxin-11 family,229,,,,Contains 8 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Scolopendra alternans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra alternans,terrestrial,terrestrial
P0DPU4,2609776,Scoloptoxin-11 family,232,,,,Contains 8 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Scolopendra dehaani,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra dehaani,terrestrial,terrestrial
P0DPZ4,943129,Scoloptoxin-11 family,182,,,,Contains 7 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Scolopendra morsitans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra morsitans,terrestrial,terrestrial
P0DPZ7,1329349,Scoloptoxin-11 family,232,,,,Contains 8 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Scolopendra alternans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra alternans,terrestrial,terrestrial
P0DQA5,2609776,Scoloptoxin-11 family,227,,,,Contains 8 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Scolopendra dehaani,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra dehaani,terrestrial,terrestrial
P0DPZ8,943129,Scoloptoxin-11 family,239,,,,Contains 9 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Scolopendra morsitans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra morsitans,terrestrial,terrestrial
I6S7G5,55038,Scoloptoxin-11 family,84,,the LD(50) ranges from 0.040 mg/kg in adult blowflies to 24.1 mg/kg in mealworms. {ECO:0000269|PubMed:22595790}.,,Contains 2 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Scolopendra subspinipes,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra subspinipes,terrestrial,terrestrial
P0DPZ9,943129,Scoloptoxin-11 family,89,,,,Contains 3 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),3: Inferred from homology;,Scolopendra morsitans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra morsitans,terrestrial,terrestrial
P0DQA0,943129,Scoloptoxin-11 family,222,fragment,,,Contains 8 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Scolopendra morsitans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra morsitans,terrestrial,terrestrial
P0DQA1,943129,Scoloptoxin-11 family,227,,,,Contains 8 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Scolopendra morsitans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra morsitans,terrestrial,terrestrial
P0DQA2,943129,Scoloptoxin-11 family,219,,,,Contains 8 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Scolopendra morsitans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra morsitans,terrestrial,terrestrial
P0C2A2,122909,,26,fragment,,,,GO:0005576 (extracellular region); GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Androctonus crassicauda,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus crassicauda,terrestrial,terrestrial
P0C2A3,122909,,20,fragment,,,,GO:0005576 (extracellular region); GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Androctonus crassicauda,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus crassicauda,terrestrial,terrestrial
B6DD07,434756,Neurotoxin 19 (CSTX) family,77,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B6DD08,434756,Neurotoxin 19 (CSTX) family,77,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B6DD09,434756,Neurotoxin 19 (CSTX) family,77,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B6DD11,434756,Neurotoxin 19 (CSTX) family,77,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B6DD12,434756,Neurotoxin 19 (CSTX) family,77,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B3FIV1,54074,Neurotoxin 14 (magi-1) family,99,,LD(50) is 27 +- 11 ug/g in crickets. {ECO:0000269|PubMed:18687374}.,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Brachypelma smithi,Arthropoda,Arachnida,Araneae,Theraphosidae,Brachypelma,Brachypelma smithi,terrestrial,terrestrial
B6DD13,434756,Neurotoxin 31 family,93,,,,Contains 5 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B6DD14,434756,Neurotoxin 31 family,93,,,,Contains 5 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B6DD15,434756,Neurotoxin 31 family,93,,,,Contains 5 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B6DD16,434756,Neurotoxin 31 family,93,,,,Contains 5 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B6DD17,434756,Neurotoxin 31 family,93,,,,Contains 5 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
