Entry,Organism (ID),Protein families,Length,Fragment,Source tissues,Toxic dose,PTM Keywords,PTM Summary,Gene Ontology (GO),Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (molecular function),Protein existence,ToxProt definition,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
P17495,8767,Disintegrin family,73,,Venom,,Disulfide bond,Disulfide bond:6,GO:0007596 (blood coagulation); GO:0007155 (cell adhesion); GO:0005576 (extracellular region),GO:0007596 (blood coagulation); GO:0007155 (cell adhesion),GO:0005576 (extracellular region),,1: Evidence at protein level,venom_tissue,Craspedocephalus gramineus,Chordata,Lepidosauria,Squamata,Viperidae,Craspedocephalus,Craspedocephalus gramineus,terrestrial,terrestrial
P31985,36309,Disintegrin family,72,,Venom,,Disulfide bond,Disulfide bond:6,GO:0007596 (blood coagulation); GO:0007155 (cell adhesion); GO:0005576 (extracellular region),GO:0007596 (blood coagulation); GO:0007155 (cell adhesion),GO:0005576 (extracellular region),,1: Evidence at protein level,venom_tissue,Crotalus cerberus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus cerberus,terrestrial,terrestrial
P22826,8702,Disintegrin family,51,,Venom,,Disulfide bond; Pyrrolidone carboxylic acid,Disulfide bond:4; Pyrrolidone carboxylic acid:1,GO:0007596 (blood coagulation); GO:0007155 (cell adhesion); GO:0005576 (extracellular region),GO:0007596 (blood coagulation); GO:0007155 (cell adhesion),GO:0005576 (extracellular region),,1: Evidence at protein level,venom_tissue,Eristicophis macmahoni,Chordata,Lepidosauria,Squamata,Viperidae,Eristicophis,Eristicophis macmahoni,terrestrial,terrestrial
D2Y2G2,209901,Contains 1 BPTI/Kunitz inhibitor domain,88,,Venom gland,,Disulfide bond,Disulfide bond:2,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity); GO:0004867 (serine-type endopeptidase inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity); GO:0004867 (serine-type endopeptidase inhibitor activity),2: Evidence at transcript level,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
D2Y2C0,209901,MIT-like AcTx family,84,,Venom gland,,Disulfide bond,Disulfide bond:5,GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,2: Evidence at transcript level,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
D2Y269,209901,Magi-1 family,113,,Venom; Venom gland,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019871 (sodium channel inhibitor activity),1: Evidence at protein level,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
D2Y276,209901,Magi-1 family,113,,Venom gland,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019871 (sodium channel inhibitor activity),2: Evidence at transcript level,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
D2Y252,209901,,109,,Venom gland,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity),2: Evidence at transcript level,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
D2Y207,209901,Huwentoxin-2 family,85,,Venom; Venom gland,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity),GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission),GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane),GO:0030550 (acetylcholine receptor inhibitor activity),1: Evidence at protein level,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
D2Y2J6,209901,Huwentoxin-2 family,85,,Venom gland,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity),GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission),GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane),GO:0030550 (acetylcholine receptor inhibitor activity),2: Evidence at transcript level,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
D2Y1Y7,209901,Huwentoxin-1 family,83,,Venom gland,,Amidation; Disulfide bond,Disulfide bond:3; Amidation:1,GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0042734 (presynaptic membrane); GO:0019870 (potassium channel inhibitor activity); GO:0019871 (sodium channel inhibitor activity),GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission),GO:0005576 (extracellular region); GO:0042734 (presynaptic membrane),GO:0019870 (potassium channel inhibitor activity); GO:0019871 (sodium channel inhibitor activity),2: Evidence at transcript level,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
D2Y232,209901,Huwentoxin-1 family,86,,Venom; Venom gland,LD(50) is 0.2 +-0.07 mg/kg by intraperitoneal injection into mice.,Amidation; Disulfide bond,Disulfide bond:3; Amidation:1,GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0042734 (presynaptic membrane); GO:0019870 (potassium channel inhibitor activity); GO:0019871 (sodium channel inhibitor activity),GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission),GO:0005576 (extracellular region); GO:0042734 (presynaptic membrane),GO:0019870 (potassium channel inhibitor activity); GO:0019871 (sodium channel inhibitor activity),1: Evidence at protein level,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
D2Y244,209901,Huwentoxin-1 family,87,,Venom gland,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity),2: Evidence at transcript level,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
P0CF38,497827,Scorpion BPP family,56,,Venom,PD(50) is 38 mg/kg into the insect A.domestica.,,,GO:0019835 (cytolysis); GO:0042742 (defense response to bacterium); GO:0006811 (ion transport); GO:0009405 (pathogenesis); GO:0016021 (integral to membrane); GO:0044218 (other organism cell membrane),GO:0019835 (cytolysis); GO:0042742 (defense response to bacterium); GO:0006811 (ion transport); GO:0009405 (pathogenesis),GO:0016021 (integral to membrane); GO:0044218 (other organism cell membrane),,1: Evidence at protein level,both,Isometrus maculatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Isometrus,Isometrus maculatus,terrestrial,terrestrial
Q0PL65,8616,Contains 1 BPTI/Kunitz inhibitor domain,61,,,,Disulfide bond,Disulfide bond:4,GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0042734 (presynaptic membrane); GO:0019870 (potassium channel inhibitor activity); GO:0004867 (serine-type endopeptidase inhibitor activity),GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission),GO:0005576 (extracellular region); GO:0042734 (presynaptic membrane),GO:0019870 (potassium channel inhibitor activity); GO:0004867 (serine-type endopeptidase inhibitor activity),2: Evidence at transcript level,both,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
A6MFL2,412038,Contains 1 BPTI/Kunitz inhibitor domain,83,,Venom gland,,Disulfide bond,Disulfide bond:3,GO:0005576 (extracellular region); GO:0004867 (serine-type endopeptidase inhibitor activity),,GO:0005576 (extracellular region),GO:0004867 (serine-type endopeptidase inhibitor activity),2: Evidence at transcript level,venom_tissue,Demansia vestigiata,Chordata,Lepidosauria,Squamata,Elapidae,Demansia,Demansia vestigiata,terrestrial,terrestrial
B2KTG1,8613,Contains 1 BPTI/Kunitz inhibitor domain,83,,Venom; Venom gland,,Disulfide bond,Disulfide bond:3,GO:0005576 (extracellular region); GO:0004867 (serine-type endopeptidase inhibitor activity),,GO:0005576 (extracellular region),GO:0004867 (serine-type endopeptidase inhibitor activity),1: Evidence at protein level,venom_tissue,Bungarus fasciatus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus fasciatus,terrestrial,terrestrial
P23806,88087,Contains 1 C-type lectin domain,152,,Venom; Venom gland,,Disulfide bond,Disulfide bond:4,GO:0007596 (blood coagulation); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0005529 (sugar binding),GO:0007596 (blood coagulation); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0046872 (metal ion binding); GO:0005529 (sugar binding),1: Evidence at protein level,both,Protobothrops flavoviridis,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops flavoviridis,terrestrial,terrestrial
P0CH50,278060,Huwentoxin-1 family,32,,Venom,,Amidation; Disulfide bond,Disulfide bond:3; Amidation:1,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity),1: Evidence at protein level,both,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1F5,278060,Huwentoxin-1 family,86,fragment,Venom gland,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity),2: Evidence at transcript level,both,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1J1,278060,MIT-like AcTx family,124,,Venom gland,,Disulfide bond,Disulfide bond:5,GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,2: Evidence at transcript level,both,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
Q867F4,6858,Short scorpion toxin superfamily,59,,Muscle; Venom; Venom gland,,Disulfide bond; Pyrrolidone carboxylic acid,Disulfide bond:3; Pyrrolidone carboxylic acid:1,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity),1: Evidence at protein level,both,Androctonus australis,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus australis,terrestrial,terrestrial
P59850,244936,Short scorpion toxin superfamily,23,fragment,,,,,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity),1: Evidence at protein level,both,Centruroides limbatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limbatus,terrestrial,terrestrial
P58490,55084,Short scorpion toxin superfamily,38,,Venom,,Disulfide bond,Disulfide bond:4,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity),1: Evidence at protein level,both,Pandinus imperator,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Pandinus,Pandinus imperator,terrestrial,terrestrial
Q5WQZ7,190115,Long chain scorpion toxin family,95,,Venom gland,,Disulfide bond,Disulfide bond:3,GO:0042742 (defense response to bacterium); GO:0050832 (defense response to fungus); GO:0031640 (killing of cells of another organism); GO:0005576 (extracellular region),GO:0042742 (defense response to bacterium); GO:0050832 (defense response to fungus); GO:0031640 (killing of cells of another organism),GO:0005576 (extracellular region),,2: Evidence at transcript level,venom_tissue,Opistophthalmus carinatus,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Opistophthalmus,Opistophthalmus carinatus,terrestrial,terrestrial
Q86QU6,218467,Ergtoxin family,42,,Venom gland,,Disulfide bond,Disulfide bond:4,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity),2: Evidence at transcript level,both,Centruroides sculpturatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides sculpturatus,terrestrial,terrestrial
P0C5F3,431266,,73,,Venom,,Amidation; Disulfide bond,Amidation:1,GO:0005576 (extracellular region),,GO:0005576 (extracellular region),,1: Evidence at protein level,venom_tissue,Liocheles australasiae,Arthropoda,Arachnida,Scorpiones,Hemiscorpiidae,Liocheles,Liocheles australasiae,terrestrial,terrestrial
A3FM55,8781,Contains 1 C-type lectin domain,164,,Venom gland,,Disulfide bond; Glycoprotein,Disulfide bond:3; Glycosylation:2,GO:0005576 (extracellular region); GO:0005529 (sugar binding),,GO:0005576 (extracellular region),GO:0005529 (sugar binding),2: Evidence at transcript level,venom_tissue,Hydrophis hardwickii,Chordata,Lepidosauria,Squamata,Elapidae,Hydrophis,Hydrophis hardwickii,marine,marine
Q9PRY7,8724,Contains 1 C-type lectin domain,55,fragment,Venom,,Disulfide bond,Disulfide bond:1,GO:0005576 (extracellular region); GO:0005529 (sugar binding),,GO:0005576 (extracellular region),GO:0005529 (sugar binding),1: Evidence at protein level,venom_tissue,Bothrops jararaca,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararaca,terrestrial,terrestrial
P0CH58,34648,,56,,Venom gland,,,,GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,2: Evidence at transcript level,both,Mesobuthus eupeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Mesobuthus,Mesobuthus eupeus,terrestrial,terrestrial
P0C1Q6,7449,MCD family,14,,,,Amidation,Amidation:1,GO:0006935 (chemotaxis); GO:0042742 (defense response to bacterium); GO:0043303 (mast cell degranulation); GO:0005576 (extracellular region),GO:0006935 (chemotaxis); GO:0042742 (defense response to bacterium); GO:0043303 (mast cell degranulation),GO:0005576 (extracellular region),,2: Evidence at transcript level,venom_tissue,Vespa analis,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa analis,terrestrial,terrestrial
P86193,184542,Snake myotoxin family,42,,Venom,LD(50) is 0.07 mg/kg by intracerebroventricular injection into mice.,Disulfide bond,Disulfide bond:3,GO:0070265 (necrotic cell death); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity),GO:0070265 (necrotic cell death); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019871 (sodium channel inhibitor activity),1: Evidence at protein level,both,Crotalus durissus cumanensis,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,terrestrial,terrestrial
A6MFL5,412038,NGF-beta family,242,,Venom gland,,Cleavage on pair of basic residues; Disulfide bond; Glycoprotein,Disulfide bond:3; Glycosylation:1,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0008083 (growth factor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0008083 (growth factor activity),2: Evidence at transcript level,both,Demansia vestigiata,Chordata,Lepidosauria,Squamata,Elapidae,Demansia,Demansia vestigiata,terrestrial,terrestrial
Q3I5F4,8667,NGF-beta family,243,,Venom gland,,Cleavage on pair of basic residues; Disulfide bond; Glycoprotein,Disulfide bond:3; Glycosylation:1,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0008083 (growth factor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0008083 (growth factor activity),2: Evidence at transcript level,both,Oxyuranus scutellatus scutellatus,Chordata,Lepidosauria,Squamata,Elapidae,Oxyuranus,Oxyuranus scutellatus,terrestrial,terrestrial
Q06ZW0,46286,Snake three-finger toxin family,111,,Venom; Venom gland,,Disulfide bond; Pyrrolidone carboxylic acid,Disulfide bond:5; Pyrrolidone carboxylic acid:1,GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity),GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission),GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane),GO:0030550 (acetylcholine receptor inhibitor activity),1: Evidence at protein level,both,Boiga dendrophila,Chordata,Lepidosauria,Squamata,Colubridae,Boiga,Boiga dendrophila,terrestrial,terrestrial
