Entry,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat
C0HJH7,609295,,28,,,,Dinoponera quadriceps,Arthropoda,Insecta,Hymenoptera,Formicidae,Dinoponera,Dinoponera quadriceps,terrestrial
P0DV62,317848,Neurotoxin 19 (CSTX) family,122,,,,Pardosa astrigera,Arthropoda,Arachnida,Araneae,Lycosidae,Pardosa,Pardosa astrigera,terrestrial
P0DRD3,144040,Formicidae venom clade 1 family,71,,PD(50) [1 hour] is 57.0 nmol/g when intrathoracically injected into insects (blowfly L.caesar). {ECO:0000269|PubMed:38110035}.,,Pogonomyrmex maricopa,Arthropoda,Insecta,Hymenoptera,Formicidae,Pogonomyrmex,Pogonomyrmex maricopa,terrestrial
P0DXT8,144042,Formicidae venom clade 2 family,60,,,,Pogonomyrmex rugosus,Arthropoda,Insecta,Hymenoptera,Formicidae,Pogonomyrmex,Pogonomyrmex rugosus,terrestrial
P0DSI4,219812,Formicidae venom precursor-01 superfamily,56,,,Contains 1 disulfide bond. {ECO:0000305}.,Tetramorium bicarinatum,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,Tetramorium bicarinatum,terrestrial
C0HJH6,609295,,28,,,"Occurs in 3 forms, M-PONTX-Dq4b has an amidated Ala-28, U1-PONTX- Dq4d has an amidated Ala-28 and an oxidized Met-20, U1-PONTX-Dq4c has no modifications at either Met-20 or Ala-28. {ECO:0000269|PubMed:24157790}.",Dinoponera quadriceps,Arthropoda,Insecta,Hymenoptera,Formicidae,Dinoponera,Dinoponera quadriceps,terrestrial
P0CF05,609289,,28,,,,Dinoponera australis,Arthropoda,Insecta,Hymenoptera,Formicidae,Dinoponera,Dinoponera australis,terrestrial
P0DXT9,144042,Formicidae venom clade 2 family,60,,,,Pogonomyrmex rugosus,Arthropoda,Insecta,Hymenoptera,Formicidae,Pogonomyrmex,Pogonomyrmex rugosus,terrestrial
P0DXU0,144042,Formicidae venom clade 2 family,60,,,,Pogonomyrmex rugosus,Arthropoda,Insecta,Hymenoptera,Formicidae,Pogonomyrmex,Pogonomyrmex rugosus,terrestrial
P0DX59,2807509,Long (4 C-C) scorpion toxin superfamily,29,fragment,,,Buthacus leptochelys,Arthropoda,Arachnida,Scorpiones,Buthidae,Buthacus,Buthacus leptochelys,terrestrial
Q27Q53,58218,Neurotoxin 28 (Litx) family,81,fragment,,,Loxosceles intermedia,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles intermedia,terrestrial
P0DM68,1395661,Neurotoxin 30 (phrixotoxin) family,80,,,,Selenotypus plumipes,Arthropoda,Arachnida,Araneae,Theraphosidae,Selenotypus,Selenotypus plumipes,terrestrial
B6DCV0,434756,Neurotoxin 19 (CSTX) family,114,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
P0DPY1,1096223,Scoloptoxin-05 family,118,,,Contains 5 disulfide bonds. {ECO:0000305}.,Cormocephalus westwoodi,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Cormocephalus,Cormocephalus westwoodi,terrestrial
P0DPX8,62613,Scoloptoxin-05 family,125,,,Contains 4 disulfide bonds. {ECO:0000305}.,Ethmostigmus rubripes,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Ethmostigmus,Ethmostigmus rubripes,terrestrial
P0DPX5,1329349,Scoloptoxin-05 family,133,,,Contains 5 disulfide bonds. {ECO:0000305}.,Scolopendra alternans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra alternans,terrestrial
P0DPU8,2609776,Scoloptoxin-05 family,105,,,Contains 4 disulfide bonds. {ECO:0000305}.,Scolopendra dehaani,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra dehaani,terrestrial
P0DPX7,943129,Scoloptoxin-05 family,125,,,Contains 4 disulfide bonds. {ECO:0000305}.,Scolopendra morsitans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra morsitans,terrestrial
I6R1R5,2836329,Scoloptoxin-05 family,129,,,Contains 3 disulfide bonds. {ECO:0000305}.,Scolopendra mutilans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra mutilans,terrestrial
P0DPX9,62613,Scoloptoxin-05 family,134,,,Contains 5 disulfide bonds. {ECO:0000305}.,Ethmostigmus rubripes,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Ethmostigmus,Ethmostigmus rubripes,terrestrial
P0DPX6,1329349,Scoloptoxin-05 family,105,,,Contains 4 disulfide bonds. {ECO:0000305}.,Scolopendra alternans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra alternans,terrestrial
P0DPY0,62613,Scoloptoxin-05 family,132,,,Contains 5 disulfide bonds. {ECO:0000305}.,Ethmostigmus rubripes,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Ethmostigmus,Ethmostigmus rubripes,terrestrial
P0DSL6,609295,,53,,,,Dinoponera quadriceps,Arthropoda,Insecta,Hymenoptera,Formicidae,Dinoponera,Dinoponera quadriceps,terrestrial
P61789,152925,Neurotoxin 10 (Hwtx-1) family,37,,,,Heteropoda venatoria,Arthropoda,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,terrestrial
P0DRD4,144040,Formicidae venom clade 2 family,61,,PD(50) [1 hour] is 43.7 nmol/g when intrathoracically injected into insects (blowfly L.caesar). {ECO:0000269|PubMed:38110035}.,,Pogonomyrmex maricopa,Arthropoda,Insecta,Hymenoptera,Formicidae,Pogonomyrmex,Pogonomyrmex maricopa,terrestrial
P0DXU1,144042,Formicidae venom clade 3 family,66,,,,Pogonomyrmex rugosus,Arthropoda,Insecta,Hymenoptera,Formicidae,Pogonomyrmex,Pogonomyrmex rugosus,terrestrial
P61790,152925,Neurotoxin 10 (Hwtx-1) family,36,,,,Heteropoda venatoria,Arthropoda,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,terrestrial
P0DM69,1395661,Neurotoxin 12 (Hwtx-2) family,78,,,,Selenotypus plumipes,Arthropoda,Arachnida,Araneae,Theraphosidae,Selenotypus,Selenotypus plumipes,terrestrial
B6DCV1,434756,Neurotoxin 19 (CSTX) family,75,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCV2,434756,Neurotoxin 19 (CSTX) family,75,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCV3,434756,Neurotoxin 19 (CSTX) family,75,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCV4,434756,Neurotoxin 19 (CSTX) family,75,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCV5,434756,Neurotoxin 19 (CSTX) family,75,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCV6,434756,Neurotoxin 19 (CSTX) family,75,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCV7,434756,Neurotoxin 19 (CSTX) family,75,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCV8,434756,Neurotoxin 19 (CSTX) family,75,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCV9,434756,Neurotoxin 19 (CSTX) family,75,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
Q76DT2,227975,,498,,,,Actineria villosa,Cnidaria,Anthozoa,Actiniaria,Aliciidae,Actineria,Actineria villosa,marine
P58911,163701,,501,,,,Phyllodiscus semoni,Cnidaria,Anthozoa,Actiniaria,Aliciidae,Phyllodiscus,Phyllodiscus semoni,marine
P58912,163701,,488,,,,Phyllodiscus semoni,Cnidaria,Anthozoa,Actiniaria,Aliciidae,Phyllodiscus,Phyllodiscus semoni,marine
B6DCW0,434756,Neurotoxin 19 (CSTX) family,75,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
P0DPY2,943129,Scoloptoxin-06 family,96,,,Contains 2 disulfide bonds. {ECO:0000305}.,Scolopendra morsitans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra morsitans,terrestrial
P0DW95,1795694,Neurotoxin 10 (Hwtx-1) family,36,,,,Encyocratella olivacea,Arthropoda,Arachnida,Araneae,Theraphosidae,Encyocratella,Encyocratella olivacea,terrestrial
P0DQO0,1956341,Neurotoxin 10 (Hwtx-1) family,35,,,,Poecilotheria metallica,Arthropoda,Arachnida,Araneae,Theraphosidae,Poecilotheria,Poecilotheria metallica,terrestrial
P0C244,179874,Neurotoxin 10 (Hwtx-1) family,35,,,,Psalmopoeus cambridgei,Arthropoda,Arachnida,Araneae,Theraphosidae,Psalmopoeus,Psalmopoeus cambridgei,terrestrial
P0C245,179874,Neurotoxin 10 (Hwtx-1) family,35,,,,Psalmopoeus cambridgei,Arthropoda,Arachnida,Araneae,Theraphosidae,Psalmopoeus,Psalmopoeus cambridgei,terrestrial
P0C246,179874,Neurotoxin 10 (Hwtx-1) family,34,,,,Psalmopoeus cambridgei,Arthropoda,Arachnida,Araneae,Theraphosidae,Psalmopoeus,Psalmopoeus cambridgei,terrestrial
P0DRD5,144040,Formicidae venom clade 3 family,67,,PD(50) [1 hour] is 9.9 nmol/g when intrathoracically injected into insects (blowfly L.caesar). {ECO:0000269|PubMed:38110035}.,,Pogonomyrmex maricopa,Arthropoda,Insecta,Hymenoptera,Formicidae,Pogonomyrmex,Pogonomyrmex maricopa,terrestrial
P0DXU2,144042,Formicidae venom clade 4 family,52,,,,Pogonomyrmex rugosus,Arthropoda,Insecta,Hymenoptera,Formicidae,Pogonomyrmex,Pogonomyrmex rugosus,terrestrial
P0DXU3,144042,Formicidae venom clade 4 family,55,,,,Pogonomyrmex rugosus,Arthropoda,Insecta,Hymenoptera,Formicidae,Pogonomyrmex,Pogonomyrmex rugosus,terrestrial
B6DCW1,434756,Neurotoxin 19 (CSTX) family,78,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCW2,434756,Neurotoxin 19 (CSTX) family,78,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCW3,434756,Neurotoxin 19 (CSTX) family,78,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCW4,434756,Neurotoxin 19 (CSTX) family,78,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCW5,434756,Neurotoxin 19 (CSTX) family,78,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCW6,434756,Neurotoxin 19 (CSTX) family,78,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCW7,434756,Neurotoxin 19 (CSTX) family,78,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCW8,434756,Neurotoxin 19 (CSTX) family,78,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCW9,434756,Neurotoxin 19 (CSTX) family,76,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCX0,434756,Neurotoxin 19 (CSTX) family,76,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCX1,434756,Neurotoxin 19 (CSTX) family,76,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
I6RA66,2836329,Scoloptoxin-07 family,74,,the LD(50) ranges from 0.017 mg/kg in adult blowflies to 13.0 mg/kg in cockroaches. {ECO:0000269|PubMed:22595790}.,Contains 3 disulfide bonds. {ECO:0000305}.,Scolopendra mutilans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra mutilans,terrestrial
I6S7G9,2836329,Scoloptoxin-07 family,70,,,Contains 3 disulfide bonds. {ECO:0000305}.,Scolopendra mutilans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra mutilans,terrestrial
I6R1R7,2836329,Scoloptoxin-07 family,74,,,Contains 3 disulfide bonds. {ECO:0000305}.,Scolopendra mutilans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra mutilans,terrestrial
I6S394,2836329,Scoloptoxin-07 family,74,,,Contains 3 disulfide bonds. {ECO:0000305}.,Scolopendra mutilans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra mutilans,terrestrial
I6RA71,2836329,Scoloptoxin-07 family,74,,,Contains 3 disulfide bonds. {ECO:0000305}.,Scolopendra mutilans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra mutilans,terrestrial
I6S7H3,2836329,Scoloptoxin-07 family,74,,,Contains 3 disulfide bonds. {ECO:0000305}.,Scolopendra mutilans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra mutilans,terrestrial
P0DRD6,144040,Formicidae venom clade 4 family,57,,,,Pogonomyrmex maricopa,Arthropoda,Insecta,Hymenoptera,Formicidae,Pogonomyrmex,Pogonomyrmex maricopa,terrestrial
P0DSI5,219812,Formicidae venom precursor-01 superfamily,54,,,,Tetramorium bicarinatum,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,Tetramorium bicarinatum,terrestrial
B6DCX2,434756,Neurotoxin 19 (CSTX) family,77,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCX4,434756,Neurotoxin 19 (CSTX) family,77,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCX5,434756,Neurotoxin 19 (CSTX) family,77,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCX6,434756,Neurotoxin 19 (CSTX) family,77,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCX7,434756,Neurotoxin 19 (CSTX) family,77,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCX8,434756,Neurotoxin 19 (CSTX) family,77,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCX9,434756,Neurotoxin 19 (CSTX) family,77,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCY0,434756,Neurotoxin 19 (CSTX) family,77,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCY2,434756,Neurotoxin 19 (CSTX) family,77,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCY3,434756,Neurotoxin 19 (CSTX) family,77,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCY4,434756,Neurotoxin 19 (CSTX) family,77,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCY5,434756,Neurotoxin 19 (CSTX) family,77,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCY6,434756,Neurotoxin 19 (CSTX) family,77,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCY7,434756,Neurotoxin 19 (CSTX) family,77,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCY8,434756,Neurotoxin 19 (CSTX) family,77,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCY9,434756,Neurotoxin 19 (CSTX) family,77,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCZ0,434756,Neurotoxin 19 (CSTX) family,77,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
A0A023VZR2,1096223,Scoloptoxin-08 family,206,,,Contains 3 disulfide bonds. {ECO:0000305}.,Cormocephalus westwoodi,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Cormocephalus,Cormocephalus westwoodi,terrestrial
B6DCZ1,434756,Neurotoxin 19 (CSTX) family,77,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCZ2,434756,Neurotoxin 19 (CSTX) family,77,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCZ3,434756,Neurotoxin 19 (CSTX) family,77,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCZ4,434756,Neurotoxin 19 (CSTX) family,77,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCZ5,434756,Neurotoxin 19 (CSTX) family,77,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCZ6,434756,Neurotoxin 19 (CSTX) family,77,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCZ7,434756,Neurotoxin 19 (CSTX) family,77,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCZ8,434756,Neurotoxin 19 (CSTX) family,77,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCZ9,434756,Neurotoxin 19 (CSTX) family,77,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DD00,434756,Neurotoxin 19 (CSTX) family,77,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DD01,434756,Neurotoxin 19 (CSTX) family,77,,,Contains 4 disulfide bonds. {ECO:0000250}.,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
A0A023W0B6,62613,Scoloptoxin-08 family,167,,,,Ethmostigmus rubripes,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Ethmostigmus,Ethmostigmus rubripes,terrestrial
A0A023W168,1329349,Scoloptoxin-08 family,122,,,,Scolopendra alternans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra alternans,terrestrial
A0A023W0W9,943129,Scoloptoxin-08 family,145,,,,Scolopendra morsitans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra morsitans,terrestrial
A0A023W157,62613,Scoloptoxin-08 family,167,,,,Ethmostigmus rubripes,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Ethmostigmus,Ethmostigmus rubripes,terrestrial
A0A023W0V9,62613,Scoloptoxin-08 family,167,,,,Ethmostigmus rubripes,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Ethmostigmus,Ethmostigmus rubripes,terrestrial
A0A023W0C3,62613,Scoloptoxin-08 family,124,,,,Ethmostigmus rubripes,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Ethmostigmus,Ethmostigmus rubripes,terrestrial
A0A023W163,62613,Scoloptoxin-08 family,131,,,,Ethmostigmus rubripes,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Ethmostigmus,Ethmostigmus rubripes,terrestrial
P0DMZ3,51769,Sea anemone 8 toxin family,79,,,,Anemonia viridis,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,marine
A0A6M3Z9I6,219812,Formicidae venom precursor-01 superfamily,66,,,,Tetramorium bicarinatum,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,Tetramorium bicarinatum,terrestrial
P0DMZ4,51769,Sea anemone 8 toxin family,79,,,,Anemonia viridis,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,marine
P0DMZ5,51769,Sea anemone 8 toxin family,76,fragment,,,Anemonia viridis,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,marine
P0DMZ6,51769,Sea anemone 8 toxin family,83,,,,Anemonia viridis,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,marine
P0DMZ7,51769,Sea anemone 8 toxin family,84,,,,Anemonia viridis,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,marine
P85274,406443,Neurotoxin 09 (Tx3-6) family,12,fragment,,,Oligoctenus ornatus,Arthropoda,Arachnida,Araneae,Ctenidae,Oligoctenus,Oligoctenus ornatus,terrestrial
P83902,272754,Neurotoxin 09 (Tx3-6) family,58,,,,Phoneutria keyserlingi,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria keyserlingi,terrestrial
P84014,272752,Neurotoxin 09 (Tx3-6) family,55,,,,Phoneutria reidyi,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria reidyi,terrestrial
P81792,6918,Neurotoxin 09 (Tx3-6) family,90,,,,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial
P84031,272752,Neurotoxin 09 (Tx3-6) family,58,,,,Phoneutria reidyi,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria reidyi,terrestrial
P0C2S7,6918,Neurotoxin 09 (Tx3-6) family,93,,,,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial
P83901,272752,Neurotoxin 09 (Tx3-6) family,58,,,,Phoneutria reidyi,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria reidyi,terrestrial
P0C2S8,6918,Neurotoxin 09 (Tx3-6) family,100,,,,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial
P84011,6918,Neurotoxin 09 (Tx3-6) family,58,,,,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial
A0A1R3S3A8,6116,Sea anemone structural class 9a family,98,,,,Metridium senile,Cnidaria,Anthozoa,Actiniaria,Metridiidae,Metridium,Metridium senile,marine
