Entry,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM,Protein existence,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat
E7CLP5,419285,Long (4 C-C) scorpion toxin superfamily,83,,,,3: Inferred from homology;,Rhopalurus junceus,Arthropoda,Arachnida,Scorpiones,Buthidae,Rhopalurus,Rhopalurus junceus,terrestrial
P68725,6884,Long (4 C-C) scorpion toxin superfamily,83,,,,1: Evidence at protein level;,Leiurus hebraeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus hebraeus,terrestrial
P68726,6884,Long (4 C-C) scorpion toxin superfamily,85,,,,1: Evidence at protein level;,Leiurus hebraeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus hebraeus,terrestrial
P0C5J8,470425,,17,fragment,,,1: Evidence at protein level;,Parabuthus liosoma,Arthropoda,Arachnida,Scorpiones,Buthidae,Parabuthus,Parabuthus liosoma,terrestrial
P0C1R2,91438,,22,,,,1: Evidence at protein level;,Protonectarina sylveirae,Arthropoda,Insecta,Hymenoptera,Vespidae,Protonectarina,Protonectarina sylveirae,terrestrial
P0DN46,553697,Teretoxin A (TA) superfamily,62,,,Contains 2 disulfide bonds. {ECO:0000305}.,3: Inferred from homology;,Terebra anilis,Mollusca,Gastropoda,Neogastropoda,Terebridae,Terebra,Terebra anilis,marine
P0DN47,89435,Teretoxin A (TA) superfamily,62,,,Contains 2 disulfide bonds. {ECO:0000305}.,3: Inferred from homology;,Terebra subulata,Mollusca,Gastropoda,Neogastropoda,Terebridae,Terebra,Terebra subulata,marine
P84011,6918,Spider toxin Tx3-6 family,58,,,,1: Evidence at protein level;,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial
P84018,6918,Spider neurotoxin 21C2 family,33,,,,1: Evidence at protein level;,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial
P83259,185217,Beta/delta-agatoxin family,37,,,,1: Evidence at protein level;,Pireneitega luctuosa,Arthropoda,Arachnida,Araneae,Agelenidae,Pireneitega,Pireneitega luctuosa,terrestrial
Q5Y4V8,293813,Beta/delta-agatoxin family,71,,,,1: Evidence at protein level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial
P11058,6908,Beta/delta-agatoxin family,37,,Lethal dose is 75 +-27 mg/kg into third stadium larvae of M.sexta. {ECO:0000269|PubMed:2914898}.,,1: Evidence at protein level;,Agelenopsis aperta,Arthropoda,Arachnida,Araneae,Agelenidae,Agelenopsis,Agelenopsis aperta,terrestrial
A0A0B4J184,1167563,,21,,,,1: Evidence at protein level;,Neoterebra variegata,Mollusca,Gastropoda,Neogastropoda,Terebridae,Neoterebra,Neoterebra variegata,marine
P60177,6910,Beta/delta-agatoxin family,38,,Lethal dose is 4 mg/kg into the thoracic cavity of crickets (A.domestica). {ECO:0000269|PubMed:2298738}.,,1: Evidence at protein level;,Hololena curta,Arthropoda,Arachnida,Araneae,Agelenidae,Hololena,Hololena curta,terrestrial
P15968,6910,Beta/delta-agatoxin family,38,,Lethal dose is 4 mg/kg into the thoracic cavity of crickets (A.domestica). {ECO:0000269|PubMed:2298738}.,,1: Evidence at protein level;,Hololena curta,Arthropoda,Arachnida,Araneae,Agelenidae,Hololena,Hololena curta,terrestrial
P83256,185217,Beta/delta-agatoxin family,37,,,,1: Evidence at protein level;,Pireneitega luctuosa,Arthropoda,Arachnida,Araneae,Agelenidae,Pireneitega,Pireneitega luctuosa,terrestrial
P83257,185217,Beta/delta-agatoxin family,37,,LD(50) is 24.2 ng/mg body weight of lepidoptera larvae. {ECO:0000269|PubMed:15683238}.,,1: Evidence at protein level;,Pireneitega luctuosa,Arthropoda,Arachnida,Araneae,Agelenidae,Pireneitega,Pireneitega luctuosa,terrestrial
Q5Y4V7,293813,Beta/delta-agatoxin family,74,,,,2: Evidence at transcript level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial
P60178,6908,Beta/delta-agatoxin family,38,,Lethal dose is 28 +-12 mg/kg into third stadium larvae of M.sexta. {ECO:0000269|PubMed:2914898}.,,1: Evidence at protein level;,Agelenopsis aperta,Arthropoda,Arachnida,Araneae,Agelenidae,Agelenopsis,Agelenopsis aperta,terrestrial
Q5Y4V5,293813,Beta/delta-agatoxin family,74,,,,2: Evidence at transcript level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial
Q5Y4V6,293813,Beta/delta-agatoxin family,73,,,,1: Evidence at protein level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial
P11060,6908,Beta/delta-agatoxin family,37,,Lethal dose is 40 +-9 mg/kg into third stadium larvae of M.sexta. {ECO:0000269|PubMed:2914898}.,,1: Evidence at protein level;,Agelenopsis aperta,Arthropoda,Arachnida,Araneae,Agelenidae,Agelenopsis,Agelenopsis aperta,terrestrial
P11061,6908,Beta/delta-agatoxin family,37,,Lethal dose is 48 +-11 mg/kg into third stadium larvae of M.sexta. {ECO:0000269|PubMed:2914898}.,,1: Evidence at protein level;,Agelenopsis aperta,Arthropoda,Arachnida,Araneae,Agelenidae,Agelenopsis,Agelenopsis aperta,terrestrial
Q5Y4V4,293813,Beta/delta-agatoxin family,73,,,,2: Evidence at transcript level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial
P11062,6908,Beta/delta-agatoxin family,37,,Lethal dose is 38 +-12 mg/kg into third stadium larvae of M.sexta. {ECO:0000269|PubMed:2914898}.,,1: Evidence at protein level;,Agelenopsis aperta,Arthropoda,Arachnida,Araneae,Agelenidae,Agelenopsis,Agelenopsis aperta,terrestrial
Q5Y4V3,293813,Beta/delta-agatoxin family,74,,LD(50) is 7 mg/kg in flesh fly larvae (S.carnaria). {ECO:0000269|PubMed:20385552}.,,1: Evidence at protein level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial
Q5Y4V2,293813,Beta/delta-agatoxin family,74,,,,1: Evidence at protein level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial
Q5Y4V1,293813,Beta/delta-agatoxin family,74,,,,2: Evidence at transcript level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial
Q5Y4V0,293813,Beta/delta-agatoxin family,73,,,,2: Evidence at transcript level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial
Q5Y4U9,293813,Beta/delta-agatoxin family,73,,,,2: Evidence at transcript level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial
Q5Y4U8,293813,Beta/delta-agatoxin family,73,,,,1: Evidence at protein level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial
P11057,6908,Beta/delta-agatoxin family,36,,Lethal dose is 28 +-7 mg/kg into third stadium larvae of M.sexta. {ECO:0000269|PubMed:2914898}.,,1: Evidence at protein level;,Agelenopsis aperta,Arthropoda,Arachnida,Araneae,Agelenidae,Agelenopsis,Agelenopsis aperta,terrestrial
Q5Y4U7,293813,Beta/delta-agatoxin family,70,,,,1: Evidence at protein level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial
Q5Y4U6,293813,Beta/delta-agatoxin family,70,,,,1: Evidence at protein level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial
P0DN51,553697,Teretoxin M (TM) superfamily,80,,,Contains 3 disulfide bonds. {ECO:0000305}.,3: Inferred from homology;,Terebra anilis,Mollusca,Gastropoda,Neogastropoda,Terebridae,Terebra,Terebra anilis,marine
P0DN52,553697,Teretoxin M (TM) superfamily,91,,,Contains 3 disulfide bonds. {ECO:0000305}.,3: Inferred from homology;,Terebra anilis,Mollusca,Gastropoda,Neogastropoda,Terebridae,Terebra,Terebra anilis,marine
P0DN53,89435,,99,,,Contains 3 disulfide bonds. {ECO:0000305}.,3: Inferred from homology;,Terebra subulata,Mollusca,Gastropoda,Neogastropoda,Terebridae,Terebra,Terebra subulata,marine
P0DN54,89435,Teretoxin M (TM) superfamily,80,,,Contains 3 disulfide bonds. {ECO:0000305}.,3: Inferred from homology;,Terebra subulata,Mollusca,Gastropoda,Neogastropoda,Terebridae,Terebra,Terebra subulata,marine
P0DN55,553697,,89,,,Contains 3 disulfide bonds. {ECO:0000305}.,3: Inferred from homology;,Terebra anilis,Mollusca,Gastropoda,Neogastropoda,Terebridae,Terebra,Terebra anilis,marine
P0DN56,89435,Teretoxin M (TM) superfamily,81,,,Contains 3 disulfide bonds. {ECO:0000305}.,3: Inferred from homology;,Terebra subulata,Mollusca,Gastropoda,Neogastropoda,Terebridae,Terebra,Terebra subulata,marine
P0DN48,553697,,96,,,Contains 3 disulfide bonds. {ECO:0000305}.,3: Inferred from homology;,Terebra anilis,Mollusca,Gastropoda,Neogastropoda,Terebridae,Terebra,Terebra anilis,marine
P0DN49,89435,Teretoxin M (TM) superfamily,78,,,Contains 3 disulfide bonds. {ECO:0000305}.,3: Inferred from homology;,Terebra subulata,Mollusca,Gastropoda,Neogastropoda,Terebridae,Terebra,Terebra subulata,marine
P0DN50,89435,Teretoxin M (TM) superfamily,86,,,Contains 3 disulfide bonds. {ECO:0000305}.,3: Inferred from homology;,Terebra subulata,Mollusca,Gastropoda,Neogastropoda,Terebridae,Terebra,Terebra subulata,marine
Q5D231,278061,MIT-like AcTx family,84,,,,1: Evidence at protein level;,Hadronyche sp. 20,Arthropoda,Arachnida,Araneae,Hexathelidae,Hadronyche,Hadronyche sp. 20,terrestrial
Q5D230,278061,MIT-like AcTx family,88,fragment,,,1: Evidence at protein level;,Hadronyche sp. 20,Arthropoda,Arachnida,Araneae,Hexathelidae,Hadronyche,Hadronyche sp. 20,terrestrial
Q5D228,278061,MIT-like AcTx family,88,fragment,,,1: Evidence at protein level;,Hadronyche sp. 20,Arthropoda,Arachnida,Araneae,Hexathelidae,Hadronyche,Hadronyche sp. 20,terrestrial
Q5D229,278061,MIT-like AcTx family,88,fragment,,,1: Evidence at protein level;,Hadronyche sp. 20,Arthropoda,Arachnida,Araneae,Hexathelidae,Hadronyche,Hadronyche sp. 20,terrestrial
Q5D232,278061,MIT-like AcTx family,89,,,,2: Evidence at transcript level;,Hadronyche sp. 20,Arthropoda,Arachnida,Araneae,Hexathelidae,Hadronyche,Hadronyche sp. 20,terrestrial
Q5D233,153481,MIT-like AcTx family,90,,,,1: Evidence at protein level;,Hadronyche infensa,Arthropoda,Arachnida,Araneae,Hexathelidae,Hadronyche,Hadronyche infensa,terrestrial
P0DN57,553697,,85,,,Contains 3 disulfide bonds. {ECO:0000305}.,3: Inferred from homology;,Terebra anilis,Mollusca,Gastropoda,Neogastropoda,Terebridae,Terebra,Terebra anilis,marine
Q5Y4Y1,293813,U2-agatoxin family,69,,,,2: Evidence at transcript level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial
P0CF14,293813,U2-agatoxin family,44,fragment,,,2: Evidence at transcript level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial
P0CF15,293813,U2-agatoxin family,63,fragment,,,2: Evidence at transcript level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial
P0DN44,553697,Teretoxin C (TC) superfamily,87,,,Contains 5 disulfide bonds. {ECO:0000305}.,3: Inferred from homology;,Terebra anilis,Mollusca,Gastropoda,Neogastropoda,Terebridae,Terebra,Terebra anilis,marine
Q5Y4Y4,293813,U2-agatoxin family,70,,,,2: Evidence at transcript level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial
Q5Y4Y3,293813,U2-agatoxin family,69,,,,2: Evidence at transcript level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial
Q5Y4Y2,293813,U2-agatoxin family,70,,,,2: Evidence at transcript level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial
Q5Y4Y0,293813,U2-agatoxin family,70,,,,2: Evidence at transcript level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial
Q5Y4X9,293813,U2-agatoxin family,69,,,,2: Evidence at transcript level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial
Q5Y4X7,293813,U2-agatoxin family,69,,,,2: Evidence at transcript level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial
Q5Y4X6,293813,U2-agatoxin family,70,,,,2: Evidence at transcript level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial
Q5Y4X5,293813,U2-agatoxin family,69,,,Does not contain a cysteine at position 57 which disrupts the cysteine framework.,2: Evidence at transcript level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial
Q5Y4X4,293813,U2-agatoxin family,70,,,,2: Evidence at transcript level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial
Q5Y4X3,293813,U2-agatoxin family,70,,,,2: Evidence at transcript level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial
Q5Y4X2,293813,U2-agatoxin family,70,,,,2: Evidence at transcript level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial
Q5Y4X1,293813,U2-agatoxin family,69,,,,2: Evidence at transcript level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial
Q5Y4X0,293813,U2-agatoxin family,70,,,,2: Evidence at transcript level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial
Q5Y4W9,293813,U2-agatoxin family,70,,,Does not contain a cysteine at position 53 which disrupts the cysteine framework.,2: Evidence at transcript level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial
Q5Y4W8,293813,U2-agatoxin family,70,,,,2: Evidence at transcript level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial
Q5Y4W7,293813,U2-agatoxin family,70,,,,2: Evidence at transcript level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial
Q5Y4W6,293813,U2-agatoxin family,68,,,,2: Evidence at transcript level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial
Q5Y4W5,293813,U2-agatoxin family,69,,,,2: Evidence at transcript level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial
Q5Y4W4,293813,U2-agatoxin family,68,,,,2: Evidence at transcript level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial
Q5Y4W3,293813,U2-agatoxin family,69,,,,2: Evidence at transcript level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial
Q5Y4W2,293813,U2-agatoxin family,69,,,,2: Evidence at transcript level;,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial
P0DN58,553697,Teretoxin H (TH) superfamily,72,,,Contains 4 disulfide bonds. {ECO:0000305}.,3: Inferred from homology;,Terebra anilis,Mollusca,Gastropoda,Neogastropoda,Terebridae,Terebra,Terebra anilis,marine
P0DN59,89435,Teretoxin H (TH) superfamily,72,,,Contains 4 disulfide bonds. {ECO:0000305}.,3: Inferred from homology;,Terebra subulata,Mollusca,Gastropoda,Neogastropoda,Terebridae,Terebra,Terebra subulata,marine
P0DN45,553697,Teretoxin C (TC) superfamily,98,,,Contains 6 disulfide bonds. {ECO:0000305}.,3: Inferred from homology;,Terebra anilis,Mollusca,Gastropoda,Neogastropoda,Terebridae,Terebra,Terebra anilis,marine
J3SFJ3,8729,TCTP family,172,,,,2: Evidence at transcript level;,Crotalus adamanteus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus adamanteus,terrestrial
T1DKS4,35024,TCTP family,172,,,,2: Evidence at transcript level;,Crotalus horridus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus horridus,terrestrial
M5B4R7,432528,TCTP family,173,,,,2: Evidence at transcript level;,Grammostola rosea,Arthropoda,Arachnida,Araneae,Theraphosidae,Grammostola,Grammostola rosea,terrestrial
G3LU44,58218,TCTP family,172,,,,2: Evidence at transcript level;,Loxosceles intermedia,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles intermedia,terrestrial
U3EQ60,8637,TCTP family,171,,,,2: Evidence at transcript level;,Micrurus fulvius,Chordata,Lepidosauria,Squamata,Elapidae,Micrurus,Micrurus fulvius,terrestrial
P83608,230234,Delta-atracotoxin family,42,,,,1: Evidence at protein level;,Missulena bradleyi,Arthropoda,Arachnida,Araneae,Actinopodidae,Missulena,Missulena bradleyi,terrestrial
P81885,6904,Delta-atracotoxin family,42,,,,1: Evidence at protein level;,Hadronyche versuta,Arthropoda,Arachnida,Araneae,Hexathelidae,Hadronyche,Hadronyche versuta,terrestrial
P0DN60,553697,Teretoxin N (TN) superfamily,113,,,Contains 2 disulfide bonds. {ECO:0000305}.,3: Inferred from homology;,Terebra anilis,Mollusca,Gastropoda,Neogastropoda,Terebridae,Terebra,Terebra anilis,marine
P0CI09,745793,,29,,,Contains 4 disulfide bonds. {ECO:0000305}.,1: Evidence at protein level;,Hastula hectica,Mollusca,Gastropoda,Neogastropoda,Terebridae,Hastula,Hastula hectica,marine
P0CI21,745793,,38,,,Contains 2 disulfide bonds. {ECO:0000250}.,2: Evidence at transcript level;,Hastula hectica,Mollusca,Gastropoda,Neogastropoda,Terebridae,Hastula,Hastula hectica,marine
P0CI16,745793,,41,,,,2: Evidence at transcript level;,Hastula hectica,Mollusca,Gastropoda,Neogastropoda,Terebridae,Hastula,Hastula hectica,marine
P0CI17,745793,,27,,,,2: Evidence at transcript level;,Hastula hectica,Mollusca,Gastropoda,Neogastropoda,Terebridae,Hastula,Hastula hectica,marine
P0CI18,745793,,31,,,,2: Evidence at transcript level;,Hastula hectica,Mollusca,Gastropoda,Neogastropoda,Terebridae,Hastula,Hastula hectica,marine
P0CI19,745793,,36,,,,2: Evidence at transcript level;,Hastula hectica,Mollusca,Gastropoda,Neogastropoda,Terebridae,Hastula,Hastula hectica,marine
P0CI08,745793,,23,,,,1: Evidence at protein level;,Hastula hectica,Mollusca,Gastropoda,Neogastropoda,Terebridae,Hastula,Hastula hectica,marine
P0CI15,745793,,43,,,,2: Evidence at transcript level;,Hastula hectica,Mollusca,Gastropoda,Neogastropoda,Terebridae,Hastula,Hastula hectica,marine
P0CI14,745793,,88,,,,1: Evidence at protein level;,Hastula hectica,Mollusca,Gastropoda,Neogastropoda,Terebridae,Hastula,Hastula hectica,marine
P0CI20,745793,,19,,,,2: Evidence at transcript level;,Hastula hectica,Mollusca,Gastropoda,Neogastropoda,Terebridae,Hastula,Hastula hectica,marine
P0CI10,745793,,29,,,Contains 4 disulfide bonds. {ECO:0000250}.,1: Evidence at protein level;,Hastula hectica,Mollusca,Gastropoda,Neogastropoda,Terebridae,Hastula,Hastula hectica,marine
P0CI11,745793,,35,,,Contains 4 disulfide bonds. {ECO:0000250}.,1: Evidence at protein level;,Hastula hectica,Mollusca,Gastropoda,Neogastropoda,Terebridae,Hastula,Hastula hectica,marine
P0CI12,745793,,35,,,Contains 4 disulfide bonds. {ECO:0000250}.,1: Evidence at protein level;,Hastula hectica,Mollusca,Gastropoda,Neogastropoda,Terebridae,Hastula,Hastula hectica,marine
P0CI07,745793,,11,,,,1: Evidence at protein level;,Hastula hectica,Mollusca,Gastropoda,Neogastropoda,Terebridae,Hastula,Hastula hectica,marine
P0CI06,745793,,16,,,Contains 2 disulfide bonds. {ECO:0000250}.,1: Evidence at protein level;,Hastula hectica,Mollusca,Gastropoda,Neogastropoda,Terebridae,Hastula,Hastula hectica,marine
P56587,7460,,21,,,Oxidation of Met-13 results in the loss of biological activity.,1: Evidence at protein level;,Apis mellifera,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,terrestrial
