Entry,Organism,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM,Gene Ontology (GO),Gene Ontology (molecular function),Protein existence
P0DKM3,Iotyrris olangoensis (Sea snail) (Lophiotoma olangoensis),2420066,,82,,,,GO:0005576 (extracellular region); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),2: Evidence at transcript level;
P0DKM6,Iotyrris olangoensis (Sea snail) (Lophiotoma olangoensis),2420066,,99,,,Contains 5 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),2: Evidence at transcript level;
D5KXH3,Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa),439592,,143,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;
P0DKT5,Gemmula lisajoni (Gem-turris),439589,Conopeptide P-like superfamily,70,,,,GO:0030154 (cell differentiation); GO:0005576 (extracellular region); GO:0099106 (ion channel regulator activity); GO:0004867 (serine-type endopeptidase inhibitor activity); GO:0090729 (toxin activity),GO:0099106 (ion channel regulator activity); GO:0004867 (serine-type endopeptidase inhibitor activity); GO:0090729 (toxin activity),2: Evidence at transcript level;
D5KXG8,Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa),439592,,84,,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;
P0DKM8,Iotyrris cingulifera (Sea snail) (Pleurotoma cingulifera),553733,Conopeptide P-like superfamily,47,fragment,,,GO:0030154 (cell differentiation); GO:0005576 (extracellular region); GO:0099106 (ion channel regulator activity); GO:0004867 (serine-type endopeptidase inhibitor activity); GO:0090729 (toxin activity),GO:0099106 (ion channel regulator activity); GO:0004867 (serine-type endopeptidase inhibitor activity); GO:0090729 (toxin activity),2: Evidence at transcript level;
P0DKM7,Iotyrris olangoensis (Sea snail) (Lophiotoma olangoensis),2420066,Conopeptide P-like superfamily,70,,,,GO:0030154 (cell differentiation); GO:0005576 (extracellular region); GO:0099106 (ion channel regulator activity); GO:0004867 (serine-type endopeptidase inhibitor activity); GO:0090729 (toxin activity),GO:0099106 (ion channel regulator activity); GO:0004867 (serine-type endopeptidase inhibitor activity); GO:0090729 (toxin activity),2: Evidence at transcript level;
P0DKT2,Gemmula sogodensis (Gem-turris),439591,Conopeptide P-like superfamily,70,,,,GO:0030154 (cell differentiation); GO:0005576 (extracellular region); GO:0099106 (ion channel regulator activity); GO:0004867 (serine-type endopeptidase inhibitor activity); GO:0090729 (toxin activity),GO:0099106 (ion channel regulator activity); GO:0004867 (serine-type endopeptidase inhibitor activity); GO:0090729 (toxin activity),2: Evidence at transcript level;
D5KXH6,Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa),439592,,84,,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;
P0DKT4,Iotyrris cingulifera (Sea snail) (Pleurotoma cingulifera),553733,Conopeptide P-like superfamily,70,,,,GO:0030154 (cell differentiation); GO:0005576 (extracellular region); GO:0099106 (ion channel regulator activity); GO:0004867 (serine-type endopeptidase inhibitor activity); GO:0090729 (toxin activity),GO:0099106 (ion channel regulator activity); GO:0004867 (serine-type endopeptidase inhibitor activity); GO:0090729 (toxin activity),2: Evidence at transcript level;
P0DKT1,Polystira albida (White giant-turris) (Pleurotoma albida),394106,Conopeptide P-like superfamily,70,,,,GO:0030154 (cell differentiation); GO:0005576 (extracellular region); GO:0099106 (ion channel regulator activity); GO:0004867 (serine-type endopeptidase inhibitor activity); GO:0090729 (toxin activity),GO:0099106 (ion channel regulator activity); GO:0004867 (serine-type endopeptidase inhibitor activity); GO:0090729 (toxin activity),2: Evidence at transcript level;
P0DKT3,Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa),439592,Conopeptide P-like superfamily,70,,,,GO:0030154 (cell differentiation); GO:0005576 (extracellular region); GO:0099106 (ion channel regulator activity); GO:0004867 (serine-type endopeptidase inhibitor activity); GO:0090729 (toxin activity),GO:0099106 (ion channel regulator activity); GO:0004867 (serine-type endopeptidase inhibitor activity); GO:0090729 (toxin activity),2: Evidence at transcript level;
D5KXH2,Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa),439592,,82,,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;
D5KXG7,Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa),439592,,82,,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;
D5KXH0,Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa),439592,Pg turripeptide superfamily,82,,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;
P0DKN2,Iotyrris olangoensis (Sea snail) (Lophiotoma olangoensis),2420066,Conopeptide I2-like superfamily,83,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),2: Evidence at transcript level;
P0DKN3,Iotyrris olangoensis (Sea snail) (Lophiotoma olangoensis),2420066,Conopeptide I2-like superfamily,83,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),2: Evidence at transcript level;
D5KXH1,Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa),439592,,56,,,Contains 2 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;
D5KXG6,Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa),439592,,32,fragment,,Contains 2 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;
P0DQY2,Polystira nobilis (Sea snail) (Pleurotoma nobilis),1525234,,28,fragment,,,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0090729 (toxin activity),1: Evidence at protein level;
P0C1X3,Cryptogemma periscelida (Atlantic gem-turris) (Gemmula periscelida),394108,Turripeptide family,38,fragment,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;
P0C1X4,Polystira albida (White giant-turris) (Pleurotoma albida),394106,Turripeptide family,85,fragment,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;
A0A6G9KHD1,Manica rubida (European giant red ant),219785,Formicidae venom precursor-01 superfamily,49,,,Contains 1 disulfide bond. {ECO:0000269|PubMed:32182430}.,GO:0005576 (extracellular region),,1: Evidence at protein level;
B6DCJ0,Lycosa singoriensis (Wolf spider) (Aranea singoriensis),434756,Neurotoxin 19 (CSTX) family,107,,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;
B6DCJ1,Lycosa singoriensis (Wolf spider) (Aranea singoriensis),434756,Neurotoxin 19 (CSTX) family,106,,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;
B6DCJ3,Lycosa singoriensis (Wolf spider) (Aranea singoriensis),434756,Neurotoxin 19 (CSTX) family,106,,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;
B6DCJ4,Lycosa singoriensis (Wolf spider) (Aranea singoriensis),434756,Neurotoxin 19 (CSTX) family,107,,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;
B6DCJ5,Lycosa singoriensis (Wolf spider) (Aranea singoriensis),434756,Neurotoxin 19 (CSTX) family,107,,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;
B6DCJ6,Lycosa singoriensis (Wolf spider) (Aranea singoriensis),434756,Neurotoxin 19 (CSTX) family,107,,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;
B6DCJ7,Lycosa singoriensis (Wolf spider) (Aranea singoriensis),434756,Neurotoxin 19 (CSTX) family,107,,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;
B6DCJ9,Lycosa singoriensis (Wolf spider) (Aranea singoriensis),434756,Neurotoxin 19 (CSTX) family,107,,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;
B3FIU2,Cyriopagopus schmidti (Chinese bird spider) (Haplopelma schmidti),29017,Neurotoxin 35 family,74,,,,GO:0005576 (extracellular region); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),2: Evidence at transcript level;
A0A6G9KJK9,Manica rubida (European giant red ant),219785,Formicidae venom precursor-01 superfamily,82,,PD(50) is 20.45 +-7.0 nmol/g in blowfly (L.caesar) (at 24 hours post-injection). {ECO:0000269|PubMed:32182430}.,,GO:0035738 (envenomation resulting in modulation of process in another organism); GO:0044616 (modulation of relaxation of muscle in another organism); GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;
A0A6M3Z4D9,Tetramorium bicarinatum (Tramp ant),219812,Formicidae venom precursor-01 superfamily,72,,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;
A0A6G9KJV6,Manica rubida (European giant red ant),219785,Formicidae venom precursor-01 superfamily,81,,PD(50) is 67.37 +-14 nmol/g in blowfly (L.caesar) (at 24 hours post-injection). {ECO:0000269|PubMed:32182430}.,,GO:0035738 (envenomation resulting in modulation of process in another organism); GO:0044616 (modulation of relaxation of muscle in another organism); GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;
A0A6G9KHD6,Manica rubida (European giant red ant),219785,Formicidae venom precursor-01 superfamily,82,,PD(50) is 29.25 +-2.0 nmol/g in blowfly (L.caesar) (at 24 hours post-injection). {ECO:0000269|PubMed:32182430}.,,GO:0035738 (envenomation resulting in modulation of process in another organism); GO:0044616 (modulation of relaxation of muscle in another organism); GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;
C5J894,Opisthacanthus cayaporum (South American scorpion),573324,,75,,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;
B6DCK0,Lycosa singoriensis (Wolf spider) (Aranea singoriensis),434756,Neurotoxin 19 (CSTX) family,107,,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;
B6DCK1,Lycosa singoriensis (Wolf spider) (Aranea singoriensis),434756,Neurotoxin 19 (CSTX) family,107,,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;
B6DCK2,Lycosa singoriensis (Wolf spider) (Aranea singoriensis),434756,Neurotoxin 19 (CSTX) family,107,,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;
B6DCK3,Lycosa singoriensis (Wolf spider) (Aranea singoriensis),434756,Neurotoxin 19 (CSTX) family,107,,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;
B6DCK4,Lycosa singoriensis (Wolf spider) (Aranea singoriensis),434756,Neurotoxin 19 (CSTX) family,107,,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;
P84851,Phyllodiscus semoni (Night anemone),163701,,23,fragment,,,GO:0005576 (extracellular region); GO:0042151 (nematocyst); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;
B6DCK5,Lycosa singoriensis (Wolf spider) (Aranea singoriensis),434756,Neurotoxin 19 (CSTX) family,107,,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;
B6DCK6,Lycosa singoriensis (Wolf spider) (Aranea singoriensis),434756,Neurotoxin 19 (CSTX) family,107,,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;
B6DCK8,Lycosa singoriensis (Wolf spider) (Aranea singoriensis),434756,Neurotoxin 19 (CSTX) family,107,,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;
P0DPW5,Cormocephalus westwoodi (Westwood's green centipede),1096223,Scoloptoxin-01 family,119,,,Contains 3 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0008061 (chitin binding); GO:0090729 (toxin activity),GO:0008061 (chitin binding); GO:0090729 (toxin activity),3: Inferred from homology;
P0DPW4,Ethmostigmus rubripes (Giant centipede),62613,Scoloptoxin-01 family,119,,,Contains 3 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0008061 (chitin binding); GO:0090729 (toxin activity),GO:0008061 (chitin binding); GO:0090729 (toxin activity),3: Inferred from homology;
P0DSJ4,Myrmecia gulosa (Red bulldog ant),36170,Formicidae venom precursor-01 superfamily,86,,,,GO:0042742 (defense response to bacterium); GO:0031640 (killing of cells of another organism); GO:0005576 (extracellular region); GO:0016020 (membrane); GO:0044218 (other organism cell membrane); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;
A0A348G6I7,Odontomachus monticola (Trap-jaw ant),613454,Formicidae venom precursor-01 superfamily,64,,,"Truncated sequences of this peptide have also been found in the venom. It is possible they have been cleaved in the venom. {ECO:0000305|PubMed:29027956, ECO:0000305|PubMed:30658410}.",GO:0042742 (defense response to bacterium); GO:0005576 (extracellular region),,1: Evidence at protein level;
A0A6M3Z554,Tetramorium bicarinatum (Tramp ant),219812,Formicidae venom precursor-01 superfamily,58,fragment,"By intrathoracic injection into honeybee (A.mellifera), PD(50) is 1.36 nmol/g one hour after injection, and PD(50) is 1.11 nmol/g 24 hours after injection. {ECO:0000269|PubMed:30149710}.",,GO:0005576 (extracellular region); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;
P0DPW3,Thereuopoda longicornis (Long-legged centipede),353555,Scoloptoxin-01 family,88,,,Contains 3 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0008061 (chitin binding); GO:0090729 (toxin activity),GO:0008061 (chitin binding); GO:0090729 (toxin activity),3: Inferred from homology;
