Entry,Organism,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM Summary,PTM,Gene Ontology (GO),Gene Ontology (molecular function),Protein existence
P11060,Agelenopsis aperta (Funnel-web spider),6908,Mu-agatoxin family,37,,,DISULFID:4; MOD_RES:1,,,,
P83560,Macrothele gigas (Spider),223896,Delta atracotoxin family,105,,"LD(50) is 1.2 nmol/kg to lepidopteran larvae, and 0.15 pmol/g to mice by intracranial injection.",DISULFID:4,,,,
P11061,Agelenopsis aperta (Funnel-web spider),6908,Mu-agatoxin family,37,,,DISULFID:4; MOD_RES:1,,,,
P83561,Macrothele gigas (Spider),223896,,79,,LD(50) is 0.73 pmol/g to mice by intracranial injection.,DISULFID:3,,,,
P11062,Agelenopsis aperta (Funnel-web spider),6908,Mu-agatoxin family,37,,,DISULFID:4,,,,
P83562,Macrothele gigas (Spider),223896,,82,,LD(50) is 3.1 nmol/kg to lepidopteran larvae and 0.74 pmol/g to mice by intracranial injection.,MOD_RES:1,Contains four disulfide bonds.,,,
P82462,Naja kaouthia (Monocled cobra) (Naja siamensis),8649,Snake toxin family,65,,,DISULFID:4,,,,
P82463,Naja kaouthia (Monocled cobra) (Naja siamensis),8649,Snake toxin family,65,,,DISULFID:4,,,,
P82464,Naja kaouthia (Monocled cobra) (Naja siamensis),8649,Snake toxin family,65,,,DISULFID:4,,,,
Q9W727,Bungarus multicinctus (Many-banded krait),8616,Snake toxin family,86,,,DISULFID:4,,,,
P60272,Hadronyche infensa (Fraser island funnel-web spider),153481,Mu-agatoxin family,38,,,DISULFID:4,,,,
P36990,Plectreurys tristis (Spider),33319,,49,,,,Contains five disulfide bonds (Probable).,,,
P36985,Plectreurys tristis (Spider),33319,Plectoxin family,79,fragment,,,Contains five disulfide bonds (Probable).,,,
P36986,Plectreurys tristis (Spider),33319,,45,fragment,,,Contains five disulfide bonds (Probable).,,,
P36987,Plectreurys tristis (Spider),33319,Plectoxin family,24,fragment,,,Contains five disulfide bonds (Probable).,,,
P36988,Plectreurys tristis (Spider),33319,Plectoxin family,46,,,,Contains five disulfide bonds (Probable).,,,
P49267,Aptostichus schlingeri (Trap-door spider),12944,To aptotoxins IV,74,,LD(50) is 1.40 mg/kg by subcutaneous injection.,,Contains four disulfide bonds.,,,
P49265,Brachypelma smithii (Mexican red knee tarantula),54074,Huwentoxin-2 family,39,,,DISULFID:3,,,,
P61230,Paraphysa scrofa (Chilean copper tarantula) (Phrixotrichus auratus),269635,Spider potassium channel inhibitory toxin family,29,,,DISULFID:3; MOD_RES:1,,,,
P60514,Psalmopoeus cambridgei (Trinidad chevron tarantula),179874,,40,,,DISULFID:3,,,,
P20798,Pyemotes tritici (Straw itch mite),6950,,279,,,,Contains several disulfide bonds.,,,
P61231,Paraphysa scrofa (Chilean copper tarantula) (Phrixotrichus auratus),269635,Spider potassium channel inhibitory toxin family,31,,,DISULFID:3; MOD_RES:1,,,,
P49268,Aptostichus schlingeri (Trap-door spider),12944,To aptotoxin VII,37,,LD(50) is 0.50 mg/kg by subcutaneous injection.,,Contains four disulfide bonds.,,,
P49269,Aptostichus schlingeri (Trap-door spider),12944,To aptotoxins I,76,,LD(50) is 0.20 mg/kg by subcutaneous injection.,,Contains four disulfide bonds.,,,
P36983,Plectreurys tristis (Spider),33319,Plectoxin family,82,,,,Plectoxin V presumably undergoes post-translational modification to give rise to plectoxin VI.,,,
P49266,Brachypelma smithii (Mexican red knee tarantula),54074,Huwentoxin-1 family,34,,,DISULFID:3,,,,
P49270,Aptostichus schlingeri (Trap-door spider),12944,To aptotoxins I,76,,LD(50) is 0.02 mg/kg by subcutaneous injection.,,Contains four disulfide bonds.,,,
P49271,Aptostichus schlingeri (Trap-door spider),12944,To aptotoxin III,32,,LD(50) is 1.40 mg/kg by subcutaneous injection.,,Contains three disulfide bonds.,,,
P36984,Plectreurys tristis (Spider),33319,Plectoxin family,61,,,,Contains five disulfide bonds (Probable).,,,
P49272,Aptostichus schlingeri (Trap-door spider),12944,To aptotoxins I,76,,LD(50) is 0.06 mg/kg by subcutaneous injection.,,Contains four disulfide bonds.,,,
P36989,Plectreurys tristis (Spider),33319,,46,,,,Contains four disulfide bonds (Probable).,,,
Q07338,Pyemotes tritici (Straw itch mite),6950,,289,,,,Contains several disulfide bonds (By similarity).,,,
P34079,Plectreurys tristis (Spider),33319,,44,,,MOD_RES:1; LIPID:1,Acylation by palmitate is required for biological activity.,,,
P83480,Thrixopelma pruriens (Green velvet),213387,Spider potassium channel inhibitory toxin family,35,,,DISULFID:3,,,,
P83476,Thrixopelma pruriens (Green velvet),213387,Spider potassium channel inhibitory toxin family,30,,,DISULFID:3,,,,
P61233,Macrothele raveni (Spider),269627,,43,,LD(50) is 0.772 mg/kg by intraabdominal injection into mice.,,Contains four disulfide bonds.,,,
P61232,Macrothele raveni (Spider),269627,,29,,,DISULFID:3,,,,
P29187,Stoichactis helianthus (Carribean sea anemone) (Stichodactyla helianthus),6123,Contains 1 SXC (ShKT) domain,35,,,DISULFID:3,,,,
Q8MMJ7,Opisthacanthus madagascariensis (Scorpion),167108,Scorpion toxin IsCT family,68,,,MOD_RES:1,IsCTF is an enzymatic proteolytic cleavage product of IsCT by the proteases present in the venom.,,,
P68426,Ornithoctonus huwena (Chinese bird spider) (Selenocosmia huwena),29017,Huwentoxin-1 family,81,,,DISULFID:2,,,,
Q8MTX2,Opisthacanthus madagascariensis (Scorpion),167108,Scorpion toxin IsCT family,71,,,MOD_RES:1,IsCT2F is an enzymatic proteolytic cleavage product of IsCT2 by the proteases present in the venom.,,,
P61792,Heteropoda venatoria (Giant crab spider),152925,Spider potassium channel inhibitory toxin family,30,,,DISULFID:3,Contains three disulfide bonds.,,,
Q7M3P1,Phoneutria nigriventer (Brazilian armed spider),6918,,8,fragment,,,Contains two disulfide bonds.,,,
Q9TWR5,Phoneutria nigriventer (Brazilian armed spider),6918,,20,fragment,,,Contains four disulfide bonds (Probable).,,,
Q6J936,Bothrops erythromelas (Caatinga lance head),44710,PDGF/VEGF growth factor family,146,,,DISULFID:5; MOD_RES:1,,,,
Q90X24,Bothrops insularis (Island jararaca) (Queimada jararaca),8723,PDGF/VEGF growth factor family,146,,,DISULFID:5; MOD_RES:1,,,,
Q90X23,Bothrops jararaca (Jararaca),8724,PDGF/VEGF growth factor family,146,,,DISULFID:5; MOD_RES:1,,,,
P67861,Daboia russelli russelli (Russell's viper) (Vipera russelli russelli),31159,PDGF/VEGF growth factor family,109,,,DISULFID:5; MOD_RES:1,,,,
P67862,Trimeresurus flavoviridis (Habu) (Protobothrops flavoviridis),88087,PDGF/VEGF growth factor family,146,,,DISULFID:5; MOD_RES:1,,,,
P67863,Vipera ammodytes ammodytes (Western sand viper),8705,PDGF/VEGF growth factor family,110,,,DISULFID:5; MOD_RES:1,,,,
P83942,Vipera aspis aspis (Aspic viper),194601,PDGF/VEGF growth factor family,110,,,DISULFID:5; MOD_RES:1,,,,
P82475,Vipera lebetina (Elephant snake) (Leventine viper),8709,PDGF/VEGF growth factor family,110,,,DISULFID:5; MOD_RES:1,,,,
P82601,Coremiocnemis validus (Singapore tarantula),129522,,31,,,DISULFID:3,,,,
P25680,Naja nivea (Cape cobra),8655,Snake toxin family,65,,LD(50) is 16 mg/kg by intravenous injection.,DISULFID:5,,,,
P01401,Naja haje haje (Egyptian cobra),8642,Snake toxin family,65,,LD(50) is 13.4 mg/kg by subcutaneous injection.,DISULFID:5,,,,
P01402,Hemachatus haemachatus (Ringhals) (Sepedon haemachatus),8626,Snake toxin family,57,,LD(50) is 11.7 mg/kg by intravenous injection.,DISULFID:4,,,,
P25676,Hemachatus haemachatus (Ringhals) (Sepedon haemachatus),8626,Snake toxin family,61,,LD(50) is 54 mg/kg by intravenous injection.,DISULFID:4,,,,
Q9YGI2,Naja atra (Chinese cobra),8656,Snake toxin family,86,,,DISULFID:5,,,,
P01412,Ophiophagus hannah (King cobra) (Naja hannah),8665,Snake toxin family,60,,LD(50) is >250 mg/kg by subcutaneous injection.,DISULFID:4,,,,
P25678,Naja haje annulifera (Banded Egyptian cobra),8641,Snake toxin family,61,,LD(50) is 15.4 mg/kg by intravenous injection.,DISULFID:4,,,,
Q9YGI4,Naja atra (Chinese cobra),8656,Snake toxin family,86,,,DISULFID:5,,,,
P01415,Naja haje haje (Egyptian cobra),8642,Snake toxin family,61,,LD(50) is 16.1 mg/kg by subcutaneous injection.,DISULFID:4,,,,
P01399,Naja haje annulifera (Banded Egyptian cobra),8641,Snake toxin family,65,,LD(50) is 4.82 mg/kg by intravenous injection.,DISULFID:5,,,,
Q9YGI1,Naja atra (Chinese cobra),8656,Snake toxin family,86,,,DISULFID:5,,,,
P25677,Naja haje annulifera (Banded Egyptian cobra),8641,Snake toxin family,60,,LD(50) is 16.6 mg/kg by intravenous injection.,DISULFID:4,,,,
P01400,Naja melanoleuca (Forest cobra) (Black-lipped cobra),8643,Snake toxin family,65,,LD(50) is >20 mg/kg by intravenous injection.,DISULFID:5,,,,
P29179,Naja naja (Indian cobra),35670,Snake toxin family,62,,,DISULFID:5,,,,
O42255,Naja sputatrix (Malayan spitting cobra),33626,Snake toxin family,86,,,DISULFID:5,,,,
P29180,Naja naja (Indian cobra),35670,Snake toxin family,65,,,DISULFID:5,,,,
O42256,Naja sputatrix (Malayan spitting cobra),33626,Snake toxin family,86,,,DISULFID:5,,,,
P29181,Naja naja (Indian cobra),35670,Snake toxin family,65,,,DISULFID:5,,,,
P29182,Naja naja (Indian cobra),35670,Snake toxin family,65,,,DISULFID:5,,,,
Q802B3,Naja sputatrix (Malayan spitting cobra),33626,Snake toxin family,86,,,DISULFID:5,,,,
P25679,Naja kaouthia (Monocled cobra) (Naja siamensis),8649,Snake toxin family,64,,LD(50) is 82 mg/kg by intravenous injection.,DISULFID:5,,,,
Q9W7I3,Naja sputatrix (Malayan spitting cobra),33626,Snake toxin family,86,,,DISULFID:5,,,,
P60814,Naja atra (Chinese cobra),8656,Snake toxin family,86,,,DISULFID:5,,,,
O93422,Naja atra (Chinese cobra),8656,Snake toxin family,86,,,DISULFID:5,,,,
P82935,Naja kaouthia (Monocled cobra) (Naja siamensis),8649,Snake toxin family,65,,,DISULFID:5,,,,
P83906,Bitis gabonica (Gaboon adder) (Gaboon viper),8694,PDGF/VEGF growth factor family,191,,,DISULFID:5; CARBOHYD:1,,,,
P67860,Trimeresurus flavoviridis (Habu) (Protobothrops flavoviridis),88087,PDGF/VEGF growth factor family,216,,,DISULFID:5; CARBOHYD:1,,,,
P83224,Oxyuranus microlepidotus (Inland taipan),111177,Natriuretic peptide family,35,,,DISULFID:1,,GO:0009405 (pathogenesis); GO:0008217 (regulation of blood pressure); GO:0005576 (extracellular region); GO:0005179 (hormone activity),GO:0005179 (hormone activity),
P83226,Oxyuranus scutellatus canni (Papuan taipan),183720,Natriuretic peptide family,35,,,DISULFID:1,,GO:0009405 (pathogenesis); GO:0008217 (regulation of blood pressure); GO:0005576 (extracellular region); GO:0005179 (hormone activity),GO:0005179 (hormone activity),
P83225,Oxyuranus scutellatus scutellatus (Australian taipan),8667,Natriuretic peptide family,35,,,DISULFID:1,,GO:0009405 (pathogenesis); GO:0008217 (regulation of blood pressure); GO:0005576 (extracellular region),,
P83227,Oxyuranus microlepidotus (Inland taipan),111177,Natriuretic peptide family,35,,,DISULFID:1,,GO:0009405 (pathogenesis); GO:0008217 (regulation of blood pressure); GO:0005576 (extracellular region); GO:0005179 (hormone activity),GO:0005179 (hormone activity),
P83229,Oxyuranus scutellatus canni (Papuan taipan),183720,Natriuretic peptide family,35,,,DISULFID:1,,GO:0009405 (pathogenesis); GO:0008217 (regulation of blood pressure); GO:0005576 (extracellular region); GO:0005179 (hormone activity),GO:0005179 (hormone activity),
P83228,Oxyuranus scutellatus scutellatus (Australian taipan),8667,Natriuretic peptide family,35,,,DISULFID:1,,GO:0009405 (pathogenesis); GO:0008217 (regulation of blood pressure); GO:0005576 (extracellular region); GO:0005179 (hormone activity),GO:0005179 (hormone activity),
P83230,Oxyuranus microlepidotus (Inland taipan),111177,Natriuretic peptide family,39,,,DISULFID:1,,GO:0009405 (pathogenesis); GO:0008217 (regulation of blood pressure); GO:0005576 (extracellular region); GO:0005179 (hormone activity),GO:0005179 (hormone activity),
P83231,Oxyuranus scutellatus canni (Papuan taipan),183720,Natriuretic peptide family,39,,,DISULFID:1,,GO:0009405 (pathogenesis); GO:0008217 (regulation of blood pressure); GO:0005576 (extracellular region); GO:0005179 (hormone activity),GO:0005179 (hormone activity),
Q86RQ7,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Contains 1 TIL (Trypsin inhibitory-like) domain,89,,,DISULFID:5,,,,
P25687,Dendroaspis polylepis polylepis (Black mamba),8620,Prokinecitin family,81,,,DISULFID:5,,,,
Q9I8X2,Agkistrodon acutus (Hundred-pace snake) (Deinagkistrodon acutus),36307,Peptidase S1 family,260,,,DISULFID:6; CARBOHYD:4,N-glycosylated.,,,
P33588,Agkistrodon bilineatus (Cantil) (Tropical moccasin),8718,Peptidase S1 family,20,,,,,,,
Q91053,Agkistrodon caliginosus (Korean viper) (Gloydius ussuriensis),35671,Peptidase S1 family,262,,,DISULFID:6; CARBOHYD:1,N-glycosylated.,,,
P09872,Agkistrodon contortrix contortrix (Southern copperhead),8713,Peptidase S1 family,231,,,DISULFID:6; CARBOHYD:3,,,,
P81176,Agkistrodon halys blomhoffi (Mamushi) (Gloydius blomhoffii),242054,Peptidase S1 family,238,,,DISULFID:6; CARBOHYD:2,,,,
Q9YGJ2,Agkistrodon halys pallas (Chinese water mocassin) (Gloydius halys pallas),8714,Peptidase S1 family,260,,,DISULFID:6; CARBOHYD:1,,,,
P26324,Agkistrodon rhodostoma (Malayan pit viper) (Calloselasma rhodostoma),8717,Peptidase S1 family,234,,,DISULFID:6; CARBOHYD:5,,,,
P81824,Bothrops jararaca (Jararaca),8724,Peptidase S1 family,232,,,DISULFID:6; CARBOHYD:2,,,,
O13059,Trimeresurus gramineus (Indian green tree viper) (Green habu snake),8767,Peptidase S1 family,258,,,DISULFID:6; CARBOHYD:1,,,,
Q9DF68,Trimeresurus jerdonii (Jerdon's pit-viper) (Protobothrops jerdoni),135726,Peptidase S1 family,260,,,DISULFID:6; CARBOHYD:3,,,,
Q91507,Trimeresurus mucrosquamatus (Taiwan habu) (Protobothrops mucrosquamatus),103944,Peptidase S1 family,257,,,DISULFID:6,,,,
P20005,Trimeresurus okinavensis (Hime-habu) (Ovophis okinavensis),8769,Peptidase S1 family,20,fragment,,,,,,
Q91516,Trimeresurus stejnegeri (Chinese green tree viper),39682,Peptidase S1 family,258,,,DISULFID:6; CARBOHYD:1,,,,
Q9PT41,Vipera lebetina (Elephant snake) (Leventine viper),8709,Peptidase S1 family,259,,,DISULFID:6; CARBOHYD:1,,,,
Q9I8X1,Agkistrodon acutus (Hundred-pace snake) (Deinagkistrodon acutus),36307,Peptidase S1 family,258,,,DISULFID:6; CARBOHYD:1,,,,
Q9PSN3,Agkistrodon bilineatus (Cantil) (Tropical moccasin),8718,Peptidase S1 family,235,,,DISULFID:6; CARBOHYD:6,,,,
O42207,Agkistrodon caliginosus (Korean viper) (Gloydius ussuriensis),35671,Peptidase S1 family,258,,,DISULFID:6; CARBOHYD:4,N-glycosylated.,,,
P82981,Agkistrodon contortrix contortrix (Southern copperhead),8713,Peptidase S1 family,234,,,DISULFID:6,Not glycosylated.,,,
Q9YGI6,Agkistrodon halys pallas (Chinese water mocassin) (Gloydius halys pallas),8714,Peptidase S1 family,260,,,DISULFID:6; CARBOHYD:1,,,,
P47797,Agkistrodon rhodostoma (Malayan pit viper) (Calloselasma rhodostoma),8717,Peptidase S1 family,258,,,DISULFID:6; CARBOHYD:3,,,,
O13069,Bothrops jararaca (Jararaca),8724,Peptidase S1 family,257,,,DISULFID:6; CARBOHYD:3,,,,
O13057,Trimeresurus flavoviridis (Habu) (Protobothrops flavoviridis),88087,Peptidase S1 family,260,,,DISULFID:6; CARBOHYD:2,,,,
Q9DF67,Trimeresurus jerdonii (Jerdon's pit-viper) (Protobothrops jerdoni),135726,Peptidase S1 family,258,,,DISULFID:6; CARBOHYD:3,,,,
Q91508,Trimeresurus mucrosquamatus (Taiwan habu) (Protobothrops mucrosquamatus),103944,Peptidase S1 family,257,,,DISULFID:6,,,,
Q9PT40,Vipera lebetina (Elephant snake) (Leventine viper),8709,Peptidase S1 family,260,,,DISULFID:6; CARBOHYD:2,,,,
Q9I8X0,Agkistrodon acutus (Hundred-pace snake) (Deinagkistrodon acutus),36307,Peptidase S1 family,257,,,DISULFID:5,,,,
P80899,Agkistrodon halys pallas (Chinese water mocassin) (Gloydius halys pallas),8714,Peptidase S1 family,15,,,,,,,
Q9PTU8,Bothrops jararaca (Jararaca),8724,Peptidase S1 family,258,,,DISULFID:6; CARBOHYD:8,,,,
O13058,Trimeresurus flavoviridis (Habu) (Protobothrops flavoviridis),88087,Peptidase S1 family,257,,,DISULFID:6; CARBOHYD:5,,,,
O13063,Trimeresurus gramineus (Indian green tree viper) (Green habu snake),8767,Peptidase S1 family,258,,,DISULFID:6; CARBOHYD:6,,,,
Q9DF66,Trimeresurus jerdonii (Jerdon's pit-viper) (Protobothrops jerdoni),135726,Peptidase S1 family,258,,,DISULFID:6; CARBOHYD:2,,,,
Q91509,Trimeresurus mucrosquamatus (Taiwan habu) (Protobothrops mucrosquamatus),103944,Peptidase S1 family,257,,,DISULFID:6,,,,
Q9I8W9,Agkistrodon acutus (Hundred-pace snake) (Deinagkistrodon acutus),36307,Peptidase S1 family,260,,,DISULFID:6; CARBOHYD:4,,,,
Q91510,Trimeresurus mucrosquamatus (Taiwan habu) (Protobothrops mucrosquamatus),103944,Peptidase S1 family,257,,,DISULFID:6,,,,
Q91511,Trimeresurus mucrosquamatus (Taiwan habu) (Protobothrops mucrosquamatus),103944,Peptidase S1 family,257,,,DISULFID:6; CARBOHYD:1,,,,
Q9DG83,Trimeresurus mucrosquamatus (Taiwan habu) (Protobothrops mucrosquamatus),103944,Peptidase S1 family,260,,,DISULFID:6; CARBOHYD:4,,,,
Q9DG84,Trimeresurus mucrosquamatus (Taiwan habu) (Protobothrops mucrosquamatus),103944,Peptidase S1 family,257,,,DISULFID:6; CARBOHYD:1,,,,
P04971,Bothrops atrox (Barba amarilla) (Fer-de-lance),8725,Peptidase S1 family,255,,,DISULFID:6; CARBOHYD:2,,,,
P81661,Bothrops jararaca (Jararaca),8724,Peptidase S1 family,232,,,DISULFID:6; CARBOHYD:3,,,,
P81038,Cerastes cerastes (Horned desert viper),8697,Peptidase S1 family,98,,,CARBOHYD:1,,,,
P18692,Cerastes vipera (Sahara sand viper),8698,Peptidase S1 family,35,fragment,,,,,,
P18964,Daboia russelli siamensis (Siamese Russell's viper) (Vipera russelli siamensis),8708,Peptidase S1 family,236,,,DISULFID:6; CARBOHYD:1,,,,
P33589,Lachesis muta muta (Bushmaster),8753,Peptidase S1 family,228,,,DISULFID:6; CARBOHYD:4,,,,
O13060,Trimeresurus gramineus (Indian green tree viper) (Green habu snake),8767,Peptidase S1 family,260,,,DISULFID:6; CARBOHYD:3,,,,
P84036,Lachesis muta muta (Bushmaster),8753,Peptidase S1 family,216,,,DISULFID:6,Glycosylated; contains 20% carbohydrates.,,,
O13061,Trimeresurus gramineus (Indian green tree viper) (Green habu snake),8767,Peptidase S1 family,260,,,DISULFID:6; CARBOHYD:4,,,,
O13062,Trimeresurus gramineus (Indian green tree viper) (Green habu snake),8767,Peptidase S1 family,257,,,DISULFID:6; CARBOHYD:3,,,,
P18965,Daboia russelli siamensis (Siamese Russell's viper) (Vipera russelli siamensis),8708,Peptidase S1 family,236,,,DISULFID:6; CARBOHYD:1,,,,
P60980,Grammostola spatulata (Chilean rose tarantula),29015,Huwentoxin-1 family,34,,,,Contains three disulfide bonds.,,,
Q98993,Synanceia verrucosa (Reef stonefish),51996,Contains 1 SPRY domain,695,,,,Glycosylated.,,,
P24335,Trimeresurus wagleri (Wagler's pit viper) (Tropidolaemus wagleri),8770,Waglerin family,22,,LD(50) is 0.369 mg/kg by intraperitoneal injection.,DISULFID:1,,,,
P58930,Trimeresurus wagleri (Wagler's pit viper) (Tropidolaemus wagleri),8770,Waglerin family,22,,LD(50) is 0.583 mg/kg by intraperitoneal injection.,DISULFID:1,,,,
P60590,Grammostola spatulata (Chilean rose tarantula),29015,Spider potassium channel inhibitory toxin family,36,,,DISULFID:3,,,,
