Entry,Organism,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM
A9XDG0,Geolycosa sp. (strain A267TDLS2-KZARNA) (Wolf spider) (Lycosa kazakhstanicus),420151,omega-lycotoxin family,87,,,
A9XDG1,Geolycosa sp. (strain A267TDLS2-KZARNA) (Wolf spider) (Lycosa kazakhstanicus),420151,omega-lycotoxin family,87,,,
A9XDG2,Geolycosa sp. (strain A267TDLS2-KZARNA) (Wolf spider) (Lycosa kazakhstanicus),420151,omega-lycotoxin family,87,,,
A9XDG5,Geolycosa sp. (strain A267TDLS2-KZARNA) (Wolf spider) (Lycosa kazakhstanicus),420151,omega-lycotoxin family,62,fragment,,
A9XDG4,Geolycosa sp. (strain A267TDLS2-KZARNA) (Wolf spider) (Lycosa kazakhstanicus),420151,omega-lycotoxin family,65,fragment,,
A9XDG3,Geolycosa sp. (strain A267TDLS2-KZARNA) (Wolf spider) (Lycosa kazakhstanicus),420151,omega-lycotoxin family,87,,,
P85031,Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer),6918,,225,fragment,,
P86307,Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer),6918,tachykinin family,13,,,
P86308,Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer),6918,tachykinin family,13,,,
P86309,Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer),6918,tachykinin family,13,,,
P86310,Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer),6918,tachykinin family,13,,,
P86311,Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer),6918,tachykinin family,13,,,
P86297,Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer),6918,tachykinin family,14,,,
P86298,Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer),6918,tachykinin family,7,,,
P85879,Polistes lanio (Wasp),91419,,14,,,
P86299,Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer),6918,tachykinin family,8,,,
P85880,Polistes lanio (Wasp),91419,,17,,,
P86300,Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer),6918,tachykinin family,8,,,
P86301,Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer),6918,tachykinin family,9,,,
P86302,Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer),6918,tachykinin family,9,,,
P86303,Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer),6918,tachykinin family,10,,,
P86304,Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer),6918,tachykinin family,10,,,
P86305,Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer),6918,tachykinin family,10,,,
P86306,Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer),6918,tachykinin family,12,,,
P0DN65,Cinguloterebra anilis (Auger snail) (Triplostephanus anilis),553697,teretoxin J (TJ) superfamily,97,,,Contains 4 disulfide bonds. {ECO:0000305}.
P69438,Thalassophryne maculosa (Cano toadfish),313355,true venom lectin family,24,fragment,,
P0DN63,Cinguloterebra anilis (Auger snail) (Triplostephanus anilis),553697,teretoxin C (TC) superfamily,89,,,Contains 4 disulfide bonds. {ECO:0000305}.
P0DN64,Cinguloterebra anilis (Auger snail) (Triplostephanus anilis),553697,teretoxin C (TC) superfamily,91,,,Contains 4 disulfide bonds. {ECO:0000305}.
Q9BN11,Mesobuthus tamulus (Eastern Indian scorpion) (Buthus tamulus),34647,short scorpion toxin superfamily. Potassium channel inhibitor family,35,,,
Q9BN12,Mesobuthus tamulus (Eastern Indian scorpion) (Buthus tamulus),34647,short scorpion toxin superfamily. Potassium channel inhibitor family,35,,,
P83580,Atrax robustus (Sydney funnel-web spider),6903,Shiva superfamily. Omega toxin family,85,,PD(50) is 124+-12 pmol/g (time-course of 72 hours) when injected into house crickets (Acheta domestica). {ECO:0000269|PubMed:17610847}.,
P0C2L5,Hadronyche infensa (Fraser island funnel-web spider) (Atrax infensus),153481,Shiva superfamily. Omega toxin family,36,,,
P0DMQ0,Hadronyche modesta (Victorian funnel-web spider),1337084,Shiva superfamily. Omega toxin family,84,,,
P56207,Hadronyche versuta (Blue mountains funnel-web spider) (Atrax versutus),6904,Shiva superfamily. Omega toxin family,37,,LD(50) is 716 +-23 pmol/g (3.00 +-0.10 ug/g) when orally administered into lone star ticks (Amblyomma americanum). LD(50) is 447 +-3 pmol/g (1877 +-0.013 ug/g) when injected into lone star ticks (Amblyomma americanum).,
S0F1M4,Hadronyche venenata (Tasmanian funnel-web spider),1337083,Shiva superfamily. Omega toxin family,83,,,
A5A3H1,Atrax robustus (Sydney funnel-web spider),6903,Shiva superfamily. Omega toxin family,73,,,
P0C2L4,Hadronyche formidabilis (Northern tree funnel-web spider) (Atrax formidabilis),426499,Shiva superfamily. Omega toxin family,37,,,
P0C2L6,Hadronyche infensa (Fraser island funnel-web spider) (Atrax infensus),153481,Shiva superfamily. Omega toxin family,37,,,
P0DMQ1,Hadronyche modesta (Victorian funnel-web spider),1337084,Shiva superfamily. Omega toxin family,84,,,
P81595,Hadronyche versuta (Blue mountains funnel-web spider) (Atrax versutus),6904,Shiva superfamily. Omega toxin family,37,,LD(50) is 224 pmol/g when injected into house crickets (Acheta domestica). {ECO:0000269|PubMed:10491095}.,
S0F1N7,Hadronyche venenata (Tasmanian funnel-web spider),1337083,Shiva superfamily. Omega toxin family,84,,,
A5A3H2,Atrax robustus (Sydney funnel-web spider),6903,Shiva superfamily. Omega toxin family,78,,,
P0C2L7,Hadronyche infensa (Fraser island funnel-web spider) (Atrax infensus),153481,Shiva superfamily. Omega toxin family,37,,,
P0DMQ2,Hadronyche modesta (Victorian funnel-web spider),1337084,Shiva superfamily. Omega toxin family,84,,,
P81596,Hadronyche versuta (Blue mountains funnel-web spider) (Atrax versutus),6904,Shiva superfamily. Omega toxin family,37,,,
A5A3H3,Atrax robustus (Sydney funnel-web spider),6903,Shiva superfamily. Omega toxin family,78,,,
S0F1N6,Hadronyche infensa (Fraser island funnel-web spider) (Atrax infensus),153481,Shiva superfamily. Omega toxin family,79,,,
P0DMQ3,Hadronyche modesta (Victorian funnel-web spider),1337084,Shiva superfamily. Omega toxin family,84,,,
P81597,Hadronyche versuta (Blue mountains funnel-web spider) (Atrax versutus),6904,Shiva superfamily. Omega toxin family,37,,,
A5A3H4,Atrax robustus (Sydney funnel-web spider),6903,Shiva superfamily. Omega toxin family,78,,,
S0F1N0,Hadronyche infensa (Fraser island funnel-web spider) (Atrax infensus),153481,Shiva superfamily. Omega toxin family,79,,,
P81598,Hadronyche versuta (Blue mountains funnel-web spider) (Atrax versutus),6904,Shiva superfamily. Omega toxin family,37,,,
A5A3H5,Atrax robustus (Sydney funnel-web spider),6903,Shiva superfamily. Omega toxin family,78,,,
S0F204,Hadronyche infensa (Fraser island funnel-web spider) (Atrax infensus),153481,Shiva superfamily. Omega toxin family,79,,,
P81599,Hadronyche versuta (Blue mountains funnel-web spider) (Atrax versutus),6904,Shiva superfamily. Omega toxin family,37,,LD(50) is 1384 pmol/g when injected into house crickets (Acheta domestica). {ECO:0000269|PubMed:10491095}.,
S0F215,Hadronyche infensa (Fraser island funnel-web spider) (Atrax infensus),153481,Shiva superfamily. Omega toxin family,78,,,
P15969,Agelenopsis aperta (North American funnel-web spider) (Agelenopsis gertschi),6908,omega-agatoxin superfamily. Type I omega-agatoxin family,112,,,Proteolytically processed to yield the major and the minor chains.
P15970,Agelenopsis aperta (North American funnel-web spider) (Agelenopsis gertschi),6908,omega-agatoxin superfamily. Type I omega-agatoxin family,36,fragment,,
P15971,Agelenopsis aperta (North American funnel-web spider) (Agelenopsis gertschi),6908,omega-agatoxin superfamily. Type II/III omega-agatoxin family,28,fragment,,
P33034,Agelenopsis aperta (North American funnel-web spider) (Agelenopsis gertschi),6908,omega-agatoxin superfamily. Type II/III omega-agatoxin family,76,,,
P81744,Agelenopsis aperta (North American funnel-web spider) (Agelenopsis gertschi),6908,omega-agatoxin superfamily. Type II/III omega-agatoxin family,76,,,
P81745,Agelenopsis aperta (North American funnel-web spider) (Agelenopsis gertschi),6908,omega-agatoxin superfamily. Type II/III omega-agatoxin family,43,fragment,,
P81746,Agelenopsis aperta (North American funnel-web spider) (Agelenopsis gertschi),6908,omega-agatoxin superfamily. Type II/III omega-agatoxin family,37,fragment,,Disulfide bonds are present. {ECO:0000305}.
P30288,Agelenopsis aperta (North American funnel-web spider) (Agelenopsis gertschi),6908,plectoxin superfamily. Type IV omega- agatoxin family,48,,,
P37045,Agelenopsis aperta (North American funnel-web spider) (Agelenopsis gertschi),6908,plectoxin superfamily. Type IV omega- agatoxin family,83,,,The toxin with D-Ser (named omega-aga IVC) is 80-90 fold more potent than that with L-Ser (omega-aga IVB) against Cav2.1/CACNA1A (P-type) channels in rat cerebellar Purkinje neurons and is more resistant to proteases. The epimerization is done by the venom peptide isomerase heterodimer.
S0F1M6,Atrax robustus (Sydney funnel-web spider),6903,Shiva superfamily. Omega/kappa toxin family,76,,,
S0F207,Hadronyche versuta (Blue mountains funnel-web spider) (Atrax versutus),6904,Shiva superfamily. Omega/kappa toxin family,76,,,
S0F209,Hadronyche versuta (Blue mountains funnel-web spider) (Atrax versutus),6904,Shiva superfamily. Omega/kappa toxin family,76,,,
P83588,Missulena bradleyi (Eastern mouse spider),230234,,39,,,Contains 3 disulfide bonds. {ECO:0000305}.
P83247,Oxyopes takobius (Lynx spider) (Oxyopes foliiformis),666126,,48,,,
P83248,Oxyopes takobius (Lynx spider) (Oxyopes foliiformis),666126,oxyopinin-2 family,37,,,
P83249,Oxyopes takobius (Lynx spider) (Oxyopes foliiformis),666126,oxyopinin-2 family,37,,,
P83250,Oxyopes takobius (Lynx spider) (Oxyopes foliiformis),666126,oxyopinin-2 family,37,,,
P83251,Oxyopes takobius (Lynx spider) (Oxyopes foliiformis),666126,oxyopinin-2 family,37,,,
F8J4S0,Oxyopes takobius (Lynx spider) (Oxyopes foliiformis),666126,,77,,,
P84093,Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer),6918,omega-agatoxin superfamily. Type II/III omega-agatoxin family,80,fragment,,
Q9BJV8,Atrax sp. (strain Illawarra) (Funnel-web spider),153482,omega-atracotoxin type 2 family,100,,,
Q9BJV9,Hadronyche infensa (Fraser island funnel-web spider) (Atrax infensus),153481,omega-atracotoxin type 2 family,102,,,
P82852,Hadronyche versuta (Blue mountains funnel-web spider) (Atrax versutus),6904,omega-atracotoxin type 2 family,45,,,
Q9BJV7,Atrax sp. (strain Illawarra) (Funnel-web spider),153482,omega-atracotoxin type 2 family,100,,,
Q9BJW0,Hadronyche infensa (Fraser island funnel-web spider) (Atrax infensus),153481,omega-atracotoxin type 2 family,102,,,
P0C8M0,Oxyopes lineatus (Lynx spider),366495,,69,,PD(50) is 5.0 +- 0.3 nmol/g on lepidopteran larvae (Spodoptera litura). {ECO:0000269|PubMed:18606178}.,
P83288,Oxyopes takobius (Lynx spider) (Oxyopes foliiformis),666126,,69,,LD(50) is 5.1 +- 0.5 nmol/g on lepidopteran larvae (Spodoptera litura). {ECO:0000269|PubMed:11976325}.,Mass spectrometry data suggest a carboxylated free C-terminal residue.
P84756,Oxyopes lineatus (Lynx spider),366495,,55,,,
A0A1L1QJU3,Hadronyche infensa (Fraser island funnel-web spider) (Atrax infensus),153481,psalmotoxin-1 family. Double-knot toxin subfamily,75,,,
P0DP46,Hadronyche infensa (Fraser island funnel-web spider) (Atrax infensus),153481,psalmotoxin-1 family. Double-knot toxin subfamily,75,,,
P0DP47,Hadronyche infensa (Fraser island funnel-web spider) (Atrax infensus),153481,psalmotoxin-1 family. Double-knot toxin subfamily,77,,,
P0DP48,Hadronyche infensa (Fraser island funnel-web spider) (Atrax infensus),153481,psalmotoxin-1 family. Double-knot toxin subfamily,75,,,
P84465,Pandinus imperator (Emperor scorpion),55084,,4,,,
P84464,Pandinus imperator (Emperor scorpion),55084,,4,,,
Q8MMG9,Pimpla hypochondriaca (Parasitoid wasp),135724,glycosyl hydrolase 37 family,585,,,
C0HJJ9,Tityus serrulatus (Brazilian scorpion),6887,,10,fragment,,
P0DMD6,Tityus serrulatus (Brazilian scorpion),6887,natriuretic peptide family,21,,,
P81803,Hadronyche versuta (Blue mountains funnel-web spider) (Atrax versutus),6904,MIT-like AcTx family,68,,,
D5KXH4,Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa),439592,,118,,,
P0DKN1,Lophiotoma olangoensis (Sea snail),439598,conopeptide P-like superfamily,74,,,Contains 3 disulfide bonds. {ECO:0000250}.
P0DKM9,Lophiotoma albina (Sea snail) (Xenuroturris albina),1525239,conopeptide P-like superfamily,45,fragment,,
P0DKN5,Lophiotoma olangoensis (Sea snail),439598,,34,,,Contains 4 disulfide bonds. {ECO:0000250}.
P0DKN0,Lophiotoma olangoensis (Sea snail),439598,conopeptide P-like superfamily,74,,,Contains 3 disulfide bonds. {ECO:0000250}.
P0DKN8,Lophiotoma olangoensis (Sea snail),439598,,82,,,Contains 6 disulfide bonds. {ECO:0000250}.
P0CI13,Lophiotoma olangoensis (Sea snail),439598,conopeptide P-like superfamily,88,,,Contains 3 disulfide bonds. {ECO:0000250}.
P0DKP4,Lophiotoma olangoensis (Sea snail),439598,,127,,,The turripeptide OL172 conotoxin-like contains 2 disulfide bonds. {ECO:0000250}.
P0DKM2,Lophiotoma olangoensis (Sea snail),439598,,70,,,
P0DKM5,Lophiotoma olangoensis (Sea snail),439598,,95,,,Contains 5 disulfide bonds. {ECO:0000250}.
P0DKN9,Lophiotoma olangoensis (Sea snail),439598,,114,,,Contains 6 disulfide bonds. {ECO:0000250}.
P0DKM4,Lophiotoma olangoensis (Sea snail),439598,,37,,,
D5KXG9,Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa),439592,,92,,,
P0DKN4,Lophiotoma olangoensis (Sea snail),439598,,49,,,Contains 4 disulfide bonds. {ECO:0000250}.
P0DKN7,Lophiotoma olangoensis (Sea snail),439598,,26,,,Contains 3 disulfide bonds. {ECO:0000250}.
P0DKP3,Iotyrris cingulifera (Sea snail) (Pleurotoma cingulifera),553733,,104,,,Contains 8 disulfide bonds. {ECO:0000250}.
P0DKP1,Lophiotoma acuta (Marbled turris) (Pleurotoma acuta),439593,,102,,,Contains 8 disulfide bonds. {ECO:0000250}.
P0DKP2,Lophiotoma albina (Sea snail) (Xenuroturris albina),1525239,,103,,,Contains 8 disulfide bonds. {ECO:0000250}.
P0DKP0,Lophiotoma olangoensis (Sea snail),439598,,104,,,Contains 8 disulfide bonds. {ECO:0000250}.
P0DKN6,Lophiotoma olangoensis (Sea snail),439598,,26,,,Contains 2 disulfide bonds. {ECO:0000250}.
D5KXG5,Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa),439592,,80,,,
P0DKM3,Lophiotoma olangoensis (Sea snail),439598,,82,,,
P0DKM6,Lophiotoma olangoensis (Sea snail),439598,,99,,,Contains 5 disulfide bonds. {ECO:0000250}.
D5KXH3,Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa),439592,,143,,,Contains 4 disulfide bonds. {ECO:0000250}.
P0DKT5,Gemmula lisajoni (Gem-turris),439589,conopeptide P-like superfamily,70,,,
D5KXG8,Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa),439592,,84,,,
P0DKM8,Iotyrris cingulifera (Sea snail) (Pleurotoma cingulifera),553733,conopeptide P-like superfamily,47,fragment,,
P0DKM7,Lophiotoma olangoensis (Sea snail),439598,conopeptide P-like superfamily,70,,,
P0DKT2,Gemmula sogodensis (Gem-turris),439591,conopeptide P-like superfamily,70,,,
D5KXH6,Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa),439592,,84,,,
P0DKT4,Iotyrris cingulifera (Sea snail) (Pleurotoma cingulifera),553733,conopeptide P-like superfamily,70,,,
P0DKT1,Polystira albida (White giant-turris) (Pleurotoma albida),394106,conopeptide P-like superfamily,70,,,
P0DKT3,Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa),439592,conopeptide P-like superfamily,70,,,
D5KXH2,Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa),439592,,82,,,
D5KXG7,Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa),439592,,82,,,
D5KXH0,Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa),439592,,82,,,
P0DKN2,Lophiotoma olangoensis (Sea snail),439598,conopeptide I2-like superfamily,83,,,Contains 4 disulfide bonds. {ECO:0000250}.
P0DKN3,Lophiotoma olangoensis (Sea snail),439598,conopeptide I2-like superfamily,83,,,Contains 4 disulfide bonds. {ECO:0000250}.
D5KXH1,Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa),439592,,56,,,Contains 2 disulfide bonds. {ECO:0000250}.
D5KXG6,Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa),439592,,32,fragment,,Contains 2 disulfide bonds. {ECO:0000250}.
P0C1X3,Gemmula periscelida (Atlantic gem-turris) (Pleurotoma periscelida),394108,turripeptide family,38,fragment,,
P0C1X4,Polystira albida (White giant-turris) (Pleurotoma albida),394106,turripeptide family,85,fragment,,
P0CF01,Dinoponera australis (Giant neotropical hunting ant),609289,,23,,,
C0HJH7,Dinoponera quadriceps (South American ant),609295,,28,,,
P0CF02,Dinoponera australis (Giant neotropical hunting ant),609289,,28,,,
B6DCJ0,Lycosa singoriensis (Wolf spider) (Aranea singoriensis),434756,spider toxin CSTX superfamily. U1- lycotoxin family,107,,,
B6DCJ1,Lycosa singoriensis (Wolf spider) (Aranea singoriensis),434756,spider toxin CSTX superfamily. U1- lycotoxin family,106,,,
B6DCJ3,Lycosa singoriensis (Wolf spider) (Aranea singoriensis),434756,spider toxin CSTX superfamily. U1- lycotoxin family,106,,,
B6DCJ4,Lycosa singoriensis (Wolf spider) (Aranea singoriensis),434756,spider toxin CSTX superfamily. U1- lycotoxin family,107,,,
B6DCJ5,Lycosa singoriensis (Wolf spider) (Aranea singoriensis),434756,spider toxin CSTX superfamily. U1- lycotoxin family,107,,,
B6DCJ6,Lycosa singoriensis (Wolf spider) (Aranea singoriensis),434756,spider toxin CSTX superfamily. U1- lycotoxin family,107,,,
B6DCJ7,Lycosa singoriensis (Wolf spider) (Aranea singoriensis),434756,spider toxin CSTX superfamily. U1- lycotoxin family,107,,,
B6DCJ9,Lycosa singoriensis (Wolf spider) (Aranea singoriensis),434756,spider toxin CSTX superfamily. U1- lycotoxin family,107,,,
B3FIU2,Haplopelma schmidti (Chinese bird spider) (Ornithoctonus huwenum),29017,,74,,,
C5J894,Opisthacanthus cayaporum (South American scorpion),573324,,75,,,
B6DCK0,Lycosa singoriensis (Wolf spider) (Aranea singoriensis),434756,spider toxin CSTX superfamily. U1- lycotoxin family,107,,,
B6DCK1,Lycosa singoriensis (Wolf spider) (Aranea singoriensis),434756,spider toxin CSTX superfamily. U1- lycotoxin family,107,,,
B6DCK2,Lycosa singoriensis (Wolf spider) (Aranea singoriensis),434756,spider toxin CSTX superfamily. U1- lycotoxin family,107,,,
B6DCK3,Lycosa singoriensis (Wolf spider) (Aranea singoriensis),434756,spider toxin CSTX superfamily. U1- lycotoxin family,107,,,
B6DCK4,Lycosa singoriensis (Wolf spider) (Aranea singoriensis),434756,spider toxin CSTX superfamily. U1- lycotoxin family,107,,,
P84851,Phyllodiscus semoni (Night anemone),163701,,23,fragment,,
B6DCK5,Lycosa singoriensis (Wolf spider) (Aranea singoriensis),434756,spider toxin CSTX superfamily. U1- lycotoxin family,107,,,
B6DCK6,Lycosa singoriensis (Wolf spider) (Aranea singoriensis),434756,spider toxin CSTX superfamily. U1- lycotoxin family,107,,,
B6DCK8,Lycosa singoriensis (Wolf spider) (Aranea singoriensis),434756,spider toxin CSTX superfamily. U1- lycotoxin family,107,,,
