Entry,Organism,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM Summary,PTM,Gene Ontology (GO),Gene Ontology (molecular function),Protein existence
Q5Y4X7,Agelena orientalis (Spider),293813,U2-agatoxin family,69,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
Q5Y4X6,Agelena orientalis (Spider),293813,U2-agatoxin family,70,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
Q5Y4X5,Agelena orientalis (Spider),293813,U2-agatoxin family,69,,,DISULFID:2; MOD_RES:1,Does not contain a cysteine at position 57 which disrupts the cysteine framework.,GO:0005576 (extracellular region),,2: Evidence at transcript level;
Q5Y4X4,Agelena orientalis (Spider),293813,U2-agatoxin family,70,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
Q5Y4X3,Agelena orientalis (Spider),293813,U2-agatoxin family,70,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
Q5Y4X2,Agelena orientalis (Spider),293813,U2-agatoxin family,70,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
Q5Y4X1,Agelena orientalis (Spider),293813,U2-agatoxin family,69,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
Q5Y4X0,Agelena orientalis (Spider),293813,U2-agatoxin family,70,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
Q5Y4W9,Agelena orientalis (Spider),293813,U2-agatoxin family,70,,,DISULFID:2; MOD_RES:1,Does not contain a cysteine at position 53 which disrupts the cysteine framework.,GO:0005576 (extracellular region),,2: Evidence at transcript level;
Q5Y4W8,Agelena orientalis (Spider),293813,U2-agatoxin family,70,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
Q5Y4W7,Agelena orientalis (Spider),293813,U2-agatoxin family,70,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
Q5Y4W6,Agelena orientalis (Spider),293813,U2-agatoxin family,68,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
Q5Y4W5,Agelena orientalis (Spider),293813,U2-agatoxin family,69,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
Q5Y4W4,Agelena orientalis (Spider),293813,U2-agatoxin family,68,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
Q5Y4W3,Agelena orientalis (Spider),293813,U2-agatoxin family,69,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
Q5Y4W2,Agelena orientalis (Spider),293813,U2-agatoxin family,69,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
Q5Y4V8,Agelena orientalis (Spider),293813,Beta/delta-agatoxin family,71,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;
Q5Y4V7,Agelena orientalis (Spider),293813,Beta/delta-agatoxin family,74,,,DISULFID:4; MOD_RES:1,,GO:0072556 (other organism presynaptic membrane),,2: Evidence at transcript level;
Q5Y4V6,Agelena orientalis (Spider),293813,Beta/delta-agatoxin family,73,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;
Q5Y4V5,Agelena orientalis (Spider),293813,Beta/delta-agatoxin family,74,,,DISULFID:4; MOD_RES:1,,GO:0072556 (other organism presynaptic membrane),,2: Evidence at transcript level;
Q5Y4V4,Agelena orientalis (Spider),293813,Beta/delta-agatoxin family,73,,,DISULFID:4; MOD_RES:1,,GO:0072556 (other organism presynaptic membrane),,2: Evidence at transcript level;
Q5Y4V3,Agelena orientalis (Spider),293813,Beta/delta-agatoxin family,74,,LD(50) is 7 mg/kg in flesh fly larvae (S.carnaria). {ECO:0000269|PubMed:20385552}.,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;
Q5Y4V2,Agelena orientalis (Spider),293813,Beta/delta-agatoxin family,74,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;
Q5Y4V1,Agelena orientalis (Spider),293813,Beta/delta-agatoxin family,74,,,DISULFID:4; MOD_RES:1,,GO:0072556 (other organism presynaptic membrane),,2: Evidence at transcript level;
Q5Y4V0,Agelena orientalis (Spider),293813,Beta/delta-agatoxin family,73,,,DISULFID:4; MOD_RES:1,,GO:0072556 (other organism presynaptic membrane),,2: Evidence at transcript level;
Q5Y4U9,Agelena orientalis (Spider),293813,Beta/delta-agatoxin family,73,,,DISULFID:4; MOD_RES:1,,GO:0072556 (other organism presynaptic membrane),,2: Evidence at transcript level;
Q5Y4U8,Agelena orientalis (Spider),293813,Beta/delta-agatoxin family,73,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;
Q5Y4U7,Agelena orientalis (Spider),293813,Beta/delta-agatoxin family,70,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;
Q5Y4U6,Agelena orientalis (Spider),293813,Beta/delta-agatoxin family,70,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;
J3SFJ3,Crotalus adamanteus (Eastern diamondback rattlesnake),8729,TCTP family,172,,,,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
T1DKS4,Crotalus horridus (Timber rattlesnake),35024,TCTP family,172,,,,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
M5B4R7,Grammostola rosea (Chilean rose tarantula) (Grammostola spatulata),432528,TCTP family,173,,,,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
G3LU44,Loxosceles intermedia (Brown spider),58218,TCTP family,172,,,,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
U3EQ60,Micrurus fulvius (Eastern coral snake) (Coluber fulvius),8637,TCTP family,171,,,,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P83608,Missulena bradleyi (Eastern mouse spider),230234,Delta-atracotoxin family,42,,,DISULFID:4,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P81885,Hadronyche versuta (Blue mountains funnel-web spider) (Atrax versutus),6904,Delta-atracotoxin family,42,,,DISULFID:4,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0CI09,Hastula hectica (Sea snail) (Impages hectica),745793,,29,,,,Contains 4 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0CI21,Hastula hectica (Sea snail) (Impages hectica),745793,,38,,,,Contains 2 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0CI16,Hastula hectica (Sea snail) (Impages hectica),745793,,41,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0CI17,Hastula hectica (Sea snail) (Impages hectica),745793,,27,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0CI18,Hastula hectica (Sea snail) (Impages hectica),745793,,31,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0CI19,Hastula hectica (Sea snail) (Impages hectica),745793,,36,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0CI08,Hastula hectica (Sea snail) (Impages hectica),745793,,23,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0CI15,Hastula hectica (Sea snail) (Impages hectica),745793,Contains 1 EGF-like domain,43,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0CI14,Hastula hectica (Sea snail) (Impages hectica),745793,,88,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0CI20,Hastula hectica (Sea snail) (Impages hectica),745793,,19,,,DISULFID:2,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0CI10,Hastula hectica (Sea snail) (Impages hectica),745793,,29,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0CI11,Hastula hectica (Sea snail) (Impages hectica),745793,,35,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0CI12,Hastula hectica (Sea snail) (Impages hectica),745793,,35,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0CI07,Hastula hectica (Sea snail) (Impages hectica),745793,,11,,,DISULFID:2,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0CI06,Hastula hectica (Sea snail) (Impages hectica),745793,,16,,,,Contains 2 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region),,1: Evidence at protein level;
P56587,Apis mellifera (Honeybee),7460,,21,,,DISULFID:2; MOD_RES:1,Oxidation of Met-13 results in the loss of biological activity.,GO:0072556 (other organism presynaptic membrane),,1: Evidence at protein level;
P84026,Bothrops jararaca (Jararaca) (Bothrops jajaraca),8724,,15,fragment,,,Glycosylated. {ECO:0000269|PubMed:12927776}.,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0C2L8,Hadronyche formidabilis (Northern tree funnel-web spider) (Atrax formidabilis),426499,Shiva superfamily,37,,,DISULFID:4,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0DMQ4,Hadronyche modesta (Victorian funnel-web spider),1337084,Shiva superfamily,73,,,DISULFID:4,,GO:0005576 (extracellular region),,3: Inferred from homology;
P82227,Hadronyche versuta (Blue mountains funnel-web spider) (Atrax versutus),6904,Shiva superfamily,36,,,DISULFID:4,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P82226,Hadronyche versuta (Blue mountains funnel-web spider) (Atrax versutus),6904,Shiva superfamily,36,,,DISULFID:4,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P82228,Hadronyche versuta (Blue mountains funnel-web spider) (Atrax versutus),6904,Shiva superfamily,37,,"LD(50) of recombinant toxin is 320 +-20 pmol/g (according to PubMed:11937509) or 91 +-5 pmol/g (according to PubMed:12220722) when injected into house flies (Musca domestica). {ECO:0000269|PubMed:11937509, ECO:0000269|PubMed:12220722}.",DISULFID:4,,GO:0005576 (extracellular region),,1: Evidence at protein level;
S0F1P1,Hadronyche versuta (Blue mountains funnel-web spider) (Atrax versutus),6904,Shiva superfamily,74,,,DISULFID:4,,GO:0005576 (extracellular region),,3: Inferred from homology;
S0F1M9,Hadronyche versuta (Blue mountains funnel-web spider) (Atrax versutus),6904,Shiva superfamily,74,,,DISULFID:4,,GO:0005576 (extracellular region),,3: Inferred from homology;
P85079,Geolycosa sp. (strain A267TDLS2-KZARNA) (Wolf spider) (Lycosa kazakhstanicus),420151,Omega-lycotoxin family,87,,,DISULFID:4,Contains 4 disulfide bonds.,GO:0005576 (extracellular region),,1: Evidence at protein level;
A9XDG0,Geolycosa sp. (strain A267TDLS2-KZARNA) (Wolf spider) (Lycosa kazakhstanicus),420151,Omega-lycotoxin family,87,,,DISULFID:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
A9XDG1,Geolycosa sp. (strain A267TDLS2-KZARNA) (Wolf spider) (Lycosa kazakhstanicus),420151,Omega-lycotoxin family,87,,,DISULFID:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
A9XDG2,Geolycosa sp. (strain A267TDLS2-KZARNA) (Wolf spider) (Lycosa kazakhstanicus),420151,Omega-lycotoxin family,87,,,DISULFID:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
A9XDG5,Geolycosa sp. (strain A267TDLS2-KZARNA) (Wolf spider) (Lycosa kazakhstanicus),420151,Omega-lycotoxin family,62,fragment,,DISULFID:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
A9XDG4,Geolycosa sp. (strain A267TDLS2-KZARNA) (Wolf spider) (Lycosa kazakhstanicus),420151,Omega-lycotoxin family,65,fragment,,DISULFID:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
A9XDG3,Geolycosa sp. (strain A267TDLS2-KZARNA) (Wolf spider) (Lycosa kazakhstanicus),420151,Omega-lycotoxin family,87,,,DISULFID:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P85031,Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer),6918,Contains 1 fibrinogen C-terminal domain,225,fragment,,DISULFID:2,,GO:0005576 (extracellular region); GO:0030246 (carbohydrate binding); GO:0046872 (metal ion binding),GO:0030246 (carbohydrate binding); GO:0046872 (metal ion binding),1: Evidence at protein level;
P86307,Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer),6918,Tachykinin family,13,,,MOD_RES:2,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P86308,Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer),6918,Tachykinin family,13,,,MOD_RES:2,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P86309,Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer),6918,Tachykinin family,13,,,MOD_RES:2,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P86310,Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer),6918,Tachykinin family,13,,,MOD_RES:2,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P86311,Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer),6918,Tachykinin family,13,,,MOD_RES:2,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P86297,Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer),6918,Tachykinin family,14,,,MOD_RES:2,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P86298,Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer),6918,Tachykinin family,7,,,MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P85879,Polistes lanio (Wasp),91419,,14,,,MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P86299,Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer),6918,Tachykinin family,8,,,MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P85880,Polistes lanio (Wasp),91419,,17,,,MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P86300,Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer),6918,Tachykinin family,8,,,MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P86301,Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer),6918,Tachykinin family,9,,,MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P86302,Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer),6918,Tachykinin family,9,,,MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P86303,Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer),6918,Tachykinin family,10,,,MOD_RES:2,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P86304,Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer),6918,Tachykinin family,10,,,MOD_RES:2,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P86305,Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer),6918,Tachykinin family,10,,,MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P86306,Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer),6918,Tachykinin family,12,,,MOD_RES:2,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P69438,Thalassophryne maculosa (Cano toadfish),313355,Contains 1 C-type lectin domain,24,fragment,,,,GO:0005576 (extracellular region); GO:0030246 (carbohydrate binding),GO:0030246 (carbohydrate binding),1: Evidence at protein level;
Q9BN11,Mesobuthus tamulus (Eastern Indian scorpion) (Buthus tamulus),34647,Short scorpion toxin superfamily,35,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
Q9BN12,Mesobuthus tamulus (Eastern Indian scorpion) (Buthus tamulus),34647,Short scorpion toxin superfamily,35,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P83580,Atrax robustus (Sydney funnel-web spider),6903,Shiva superfamily,85,,PD(50) is 124+-12 pmol/g (time-course of 72 hours) when injected into house crickets (Acheta domestica). {ECO:0000269|PubMed:17610847}.,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0C2L5,Hadronyche infensa (Fraser island funnel-web spider) (Atrax infensa),153481,Shiva superfamily,36,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0DMQ0,Hadronyche modesta (Victorian funnel-web spider),1337084,Shiva superfamily,84,,,DISULFID:3,,GO:0005576 (extracellular region),,3: Inferred from homology;
P56207,Hadronyche versuta (Blue mountains funnel-web spider) (Atrax versutus),6904,Shiva superfamily,37,,LD(50) is 716 +-23 pmol/g (3.00 +-0.10 ug/g) when orally administered into lone star ticks (Amblyomma americanum). LD(50) is 447 +-3 pmol/g (1877 +-0.013 ug/g) when injected into lone star ticks (Amblyomma americanum).,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;
S0F1M4,Hadronyche venenata (Tasmanian funnel-web spider),1337083,Shiva superfamily,83,,,DISULFID:3,,GO:0005576 (extracellular region),,3: Inferred from homology;
A5A3H1,Atrax robustus (Sydney funnel-web spider),6903,Shiva superfamily,73,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0C2L4,Hadronyche formidabilis (Northern tree funnel-web spider) (Atrax formidabilis),426499,Shiva superfamily,37,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;
